schema_version,mode,group_id,curve_label,setting_id,pt_bin,z_bin,phi_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,phi_lo,phi_hi,phi_center,n_sig,n_pos,n_dum,n_posdum,n_net,n_sim,y_sig,y_pos,y_dum,y_posdum,y_net,y_net_err,y_sim,y_sim_err,sim_scale,sigma_model,mean_xB,mean_Q2,nominal_z,xsec,xsec_err,rel_net_err,rel_sim_err,rel_xsec_err,flag_bits,valid_default,note
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,0,0,0.1,0.05,0,1,0.5,0,0.392699,0.19635,4,0,4,0,4,536,0.00760503,0,0.0119479,0,0.0044773,0.016787,0.0824048,0.00471088,1e-06,0.00342031,0.25,3.3,0.36,0.000185836,0.000696844,3.74935,0.0571675,3.74978,256,0,XSEC_BAD_RELERR
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,1,0,0.1,0.05,0,1,0.5,0.392699,0.785398,0.589049,3,0,1,0,3,525,0.00951768,0,0.00119581,-0.00343751,0.00830478,0.0142051,0.0731268,0.0043662,1e-06,0.00342031,0.25,3.3,0.36,0.000388434,0.000664811,1.71048,0.0597071,1.71152,256,0,XSEC_BAD_RELERR
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,2,0,0.1,0.05,0,1,0.5,0.785398,1.1781,0.981748,13,0,3,0,13,711,0.06468,0,0.00956196,-0.00343751,0.061277,0.0287028,0.103559,0.00547805,1e-06,0.00342031,0.25,3.3,0.36,0.00202383,0.00095401,0.468412,0.0528977,0.471389,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,3,0,0.1,0.05,0,1,0.5,1.1781,1.5708,1.37445,41,0,16,1,41,1218,0.159784,0,0.0298618,0.00687502,0.153767,0.05203,0.190064,0.00789559,1e-06,0.00342031,0.25,3.3,0.36,0.00276712,0.000943337,0.338369,0.0415416,0.34091,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,4,0,0.1,0.05,0,1,0.5,1.5708,1.9635,1.76715,207,0,101,1,207,5259,0.95312,0,0.244916,-0.0103125,0.886306,0.115616,0.837372,0.0178203,1e-06,0.00342031,0.25,3.3,0.36,0.00362019,0.000478486,0.130447,0.0212812,0.132172,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,5,0,0.1,0.05,0,1,0.5,1.9635,2.35619,2.15984,403,0,236,8,403,14056,1.61903,0,0.570993,0.01375,1.47316,0.163199,2.543,0.0327586,1e-06,0.00342031,0.25,3.3,0.36,0.00198138,0.00022098,0.110782,0.0128819,0.111528,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,6,0,0.1,0.05,0,1,0.5,2.35619,2.74889,2.55254,551,0,328,6,551,20381,2.22967,0,0.854279,-0.0412501,1.99524,0.190584,3.74302,0.0402467,1e-06,0.00342031,0.25,3.3,0.36,0.00182322,0.000175252,0.0955192,0.0107525,0.0961225,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,7,0,0.1,0.05,0,1,0.5,2.74889,3.14159,2.94524,600,0,352,14,600,22839,2.53787,0,0.933036,0.0584376,2.30892,0.198569,4.30855,0.043492,1e-06,0.00342031,0.25,3.3,0.36,0.00183292,0.000158715,0.0860011,0.0100943,0.0865915,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,8,0,0.1,0.05,0,1,0.5,3.14159,3.53429,3.33794,589,0,326,6,589,22803,2.2297,0,0.810018,-0.0240626,2.01136,0.197659,4.25029,0.0431223,1e-06,0.00342031,0.25,3.3,0.36,0.00161859,0.000159906,0.0982713,0.0101457,0.0987936,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,9,0,0.1,0.05,0,1,0.5,3.53429,3.92699,3.73064,577,0,360,10,577,21279,2.40284,0,0.967735,0.0412501,2.1603,0.194869,3.89807,0.0410381,1e-06,0.00342031,0.25,3.3,0.36,0.00189553,0.000172146,0.0902046,0.0105278,0.0908169,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,10,0,0.1,0.05,0,1,0.5,3.92699,4.31969,4.12334,405,0,252,4,405,14809,1.48582,0,0.643921,-0.0309376,1.30916,0.164325,2.64808,0.0333201,1e-06,0.00342031,0.25,3.3,0.36,0.00169093,0.000213308,0.125519,0.0125827,0.126148,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,11,0,0.1,0.05,0,1,0.5,4.31969,4.71239,4.51604,152,0,89,1,152,5380,0.629708,0,0.226996,0,0.570285,0.0998824,0.885453,0.0183199,1e-06,0.00342031,0.25,3.3,0.36,0.00220289,0.000388507,0.175145,0.0206899,0.176363,0,1,
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,12,0,0.1,0.05,0,1,0.5,4.71239,5.10509,4.90874,29,0,26,0,29,1366,0.0608786,0,0.0824342,-0.00687502,0.0374992,0.0450461,0.197476,0.00792211,1e-06,0.00342031,0.25,3.3,0.36,0.000649491,0.000780638,1.20125,0.0401168,1.20192,256,0,XSEC_BAD_RELERR
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,13,0,0.1,0.05,0,1,0.5,5.10509,5.49779,5.30144,14,0,9,0,14,762,0.0570818,0,0.0274855,0,0.0498866,0.0303375,0.108629,0.00547999,1e-06,0.00342031,0.25,3.3,0.36,0.00157073,0.000958489,0.608128,0.0504467,0.610217,256,0,XSEC_BAD_RELERR
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,14,0,0.1,0.05,0,1,0.5,5.49779,5.89049,5.69414,6,0,5,0,6,566,0.0209279,0,0.0143359,0,0.017175,0.0200766,0.0840672,0.00472173,1e-06,0.00342031,0.25,3.3,0.36,0.000698774,0.000817769,1.16894,0.0561662,1.17029,256,0,XSEC_BAD_RELERR
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,15,0,0.1,0.05,0,1,0.5,5.89049,6.28319,6.08684,3,0,5,0,3,552,0.0133145,0,0.0167318,-0.00343751,0.00803458,0.0141786,0.0813009,0.00464651,1e-06,0.00342031,0.25,3.3,0.36,0.000338013,0.000596803,1.76469,0.057152,1.76562,256,0,XSEC_BAD_RELERR
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,1,0,0,0.1,0.2,0.15,0,1,0.5,0,0.392699,0.19635,0,0,0,0,0,232,0,0,0,0,0,0,0.0302475,0.00255217,1e-06,0.00342031,0.25,3.3,0.36,0,0,-999,0.0843764,-999,2050,0,MC_STARVED;NET_ZERO
1,group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,1,0,1,0.1,0.2,0.15,0,1,0.5,0.392699,0.785398,0.589049,2,0,0,0,2,298,0.0152207,0,0,0,0.0152207,0.0107627,0.0393144,0.0029455,1e-06,0.00342031,0.25,3.3,0.36,0.00132418,0.000941581,0.707107,0.0749216,0.711065,258,0,MC_STARVED;XSEC_BAD_RELERR
