run,requested_run_type,phase,bigtable_source,run_type,target,ebeam,hms_p,shms_p,root_file,root_entries,selected_entries,ct_method,ct_reference_runs,ctmean,ctmean_err,ctsigma,ctsigma_err,rf_period_ns,ct_low,ct_high,random_left_low,random_left_high,random_right_low,random_right_high,n_coin,n_random_peaks,n_random_total,random_mean,good_coin,good_coin_err,BCM2_Q,ps5,ps6,active_prescale,prescale_factor,comp_livetime,h_esing_Eff,p_hadron_Eff,trigger_eff,pid_eff,boil_corr,norm_factor,normalized_yield,normalized_yield_err,bigtable_normyield,bigtable_normyield_err,status,reason
27243,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LD2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27243_-1.root,146182,3347,TWO_STAGE_GAUSSIAN_FIT,,50.09851837,0.02171299818,0.3810809694,0.01934662906,2,49.09851837,51.09851837,41.09851837,47.09851837,53.09851837,59.09851837,399,6,597,99.5,299.5,20.38586111,51.015,-1,1,ps6,1,0.99995,1,0.9814,1,1,1,0.01997458526,5.982388285,0.4071991209,6.85075,0.431245,OK,
27244,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LD2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27244_-1.root,150916,3473,TWO_STAGE_GAUSSIAN_FIT,,50.04296676,0.02268247609,0.4035348067,0.01987664631,2,49.04296676,51.04296676,41.04296676,47.04296676,53.04296676,59.04296676,405,6,532,88.66666667,316.3333333,20.48847915,52.776,-1,1,ps6,1,0.99994,0.9998,0.9814,1,1,1,0.01931214001,6.109073623,0.3956763779,7.70299,0.441917,OK,
27245,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LD2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27245_-1.root,140193,3260,TWO_STAGE_GAUSSIAN_FIT,,50.10915718,0.02249990296,0.3523697552,0.01764910166,2,49.10915718,51.10915718,41.10915718,47.10915718,53.10915718,59.10915718,360,6,513,85.5,274.5,19.34554212,48.84,-1,1,ps6,1,0.99996,0.9999,0.9815,1,1,1,0.02086386887,5.727132005,0.4036228541,7.27992,0.450231,OK,
27246,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LD2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27246_-1.root,141056,3193,TWO_STAGE_GAUSSIAN_FIT,,50.12513449,0.02374305845,0.3724414102,0.02634611172,2,49.12513449,51.12513449,41.12513449,47.12513449,53.12513449,59.12513449,339,6,544,90.66666667,248.3333333,18.81784024,49.286,-1,1,ps6,1,0.99995,0.9999,0.9817,1,1,1,0.0206710617,5.133313654,0.3889847365,6.26126,0.424369,OK,
27247,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,LD2,6.449,-1.165,2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27248,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,LD2,6.449,-1.165,2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27249,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27249_-1.root,107136,4174,TWO_STAGE_GAUSSIAN_FIT,,49.98266567,0.02030900094,0.3796733923,0.01988971103,2,48.98266567,50.98266567,40.98266567,46.98266567,52.98266567,58.98266567,498,6,689,114.8333333,383.1666667,22.74068796,106.26,-1,1,ps6,1,1,0.9999,0.9762,1,1,1,0.009641282686,3.694218149,0.2192494011,4.57571,0.241344,OK,
27250,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27250_-1.root,105245,4088,TWO_STAGE_GAUSSIAN_FIT,,49.98797412,0.02089487349,0.4328810482,0.01930949056,2,48.98797412,50.98797412,40.98797412,46.98797412,52.98797412,58.98797412,495,6,695,115.8333333,379.1666667,22.67830584,104.5,-1,1,ps6,1,0.99997,0.9998,0.9771,1,1,1,0.009795905635,3.714280887,0.2221545439,4.29613,0.236006,OK,
27251,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27251_-1.root,106113,4158,TWO_STAGE_GAUSSIAN_FIT,,49.99893112,0.01726204059,0.3449585444,0.01519238853,2,48.99893112,50.99893112,40.99893112,46.99893112,52.99893112,58.99893112,526,6,647,107.8333333,418.1666667,23.32321209,104.95,-1,1,ps6,1,0.99998,0.9999,0.9785,1,1,1,0.00973887619,4.072473393,0.2271418749,5.17564,0.253745,OK,
27252,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27252_-1.root,116088,4511,TWO_STAGE_GAUSSIAN_FIT,,50.03004544,0.01968845411,0.426049204,0.01937031623,2,49.03004544,51.03004544,41.03004544,47.03004544,53.03004544,59.03004544,613,6,692,115.3333333,497.6666667,25.14402955,114.31,-1,1,ps6,1,0.99999,0.9997,0.9776,1,1,1,0.008951364319,4.454795643,0.225073369,5.02785,0.241108,OK,
27253,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27253_-1.root,117467,4645,TWO_STAGE_GAUSSIAN_FIT,,49.9696304,0.02047714219,0.4024123352,0.02143764641,2,48.9696304,50.9696304,40.9696304,46.9696304,52.9696304,58.9696304,563,6,782,130.3333333,432.6666667,24.18103021,116.28,-1,1,ps6,1,0.99996,0.9998,0.976,1,1,1,0.008813520093,3.81331636,0.2131199957,4.61083,0.231568,OK,
27254,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27254_-1.root,112785,4302,TWO_STAGE_GAUSSIAN_FIT,,49.87754269,0.01886906525,0.3668008882,0.01969593355,2,48.87754269,50.87754269,40.87754269,46.87754269,52.87754269,58.87754269,530,6,683,113.8333333,416.1666667,23.43015626,111.97,-1,1,ps6,1,0.99999,1,0.976,1,1,1,0.009150669018,3.808203423,0.2144016049,4.57365,0.234612,OK,
27255,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27255_-1.root,115732,4523,TWO_STAGE_GAUSSIAN_FIT,,49.9645881,0.02018019837,0.3930373638,0.02051308393,2,48.9645881,50.9645881,40.9645881,46.9645881,52.9645881,58.9645881,564,6,726,121,443,24.16954006,114.05,-1,1,ps6,1,0.99996,1,0.9751,1,1,1,0.008992344284,3.983608518,0.2173408254,4.93928,0.239433,OK,
27257,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27257_-1.root,112172,4479,TWO_STAGE_GAUSSIAN_FIT,,49.95705288,0.01951370752,0.386663145,0.02127682004,2,48.95705288,50.95705288,40.95705288,46.95705288,52.95705288,58.95705288,598,6,712,118.6666667,479.3333333,24.85513584,110.21,-1,1,ps6,1,0.99996,0.9998,0.9763,1,1,1,0.009296082044,4.455921993,0.231055382,5.16368,0.248388,OK,
27258,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27258_-1.root,107437,4071,TWO_STAGE_GAUSSIAN_FIT,,49.91265315,0.02038582401,0.4031891387,0.01711783115,2,48.91265315,50.91265315,40.91265315,46.91265315,52.91265315,58.91265315,544,6,630,105,439,23.69599122,105.84,-1,1,ps6,1,0.99995,1,0.9761,1,1,1,0.009680049348,4.249541664,0.2293783644,4.94988,0.247613,OK,
27259,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27259_-1.root,112679,4373,TWO_STAGE_GAUSSIAN_FIT,,49.88837544,0.02014570892,0.3929540356,0.02113735463,2,48.88837544,50.88837544,40.88837544,46.88837544,52.88837544,58.88837544,551,6,706,117.6666667,433.3333333,23.88746766,111.82,-1,1,ps6,1,0.99997,0.9999,0.9761,1,1,1,0.009163104932,3.970678804,0.2188833727,4.75767,0.237372,OK,
27261,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27261_-1.root,1569402,4399,TWO_STAGE_GAUSSIAN_FIT,,49.88839203,0.01839237426,0.3861052801,0.01587209667,2,48.88839203,50.88839203,40.88839203,46.88839203,52.88839203,58.88839203,574,6,744,124,450,24.38578821,110.92,1,-1,ps5,1,0.99951,0.9998,0.9672,1,1,1,0.009327678641,4.197455388,0.2274627958,4.999,0.25668,OK,
27262,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,LH2,6.449,-1.165,2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27264,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,LH2,6.449,-1.165,2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27265,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Dummy,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27265_-1.root,24378,181,TWO_STAGE_GAUSSIAN_FIT,,49.92747978,0.06315811255,0.4329918875,0.05195678946,2,48.92747978,50.92747978,40.92747978,46.92747978,52.92747978,58.92747978,70,6,17,2.833333333,67.16666667,8.394773506,62.772,-1,1,ps6,1,1,1,0.9675,1,1,1,0.0164658085,1.105953471,0.138226733,1.23191,0.147215,OK,
27266,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Dummy,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27266_-1.root,23786,189,TWO_STAGE_GAUSSIAN_FIT,,49.85056129,0.07972369544,0.4307313848,0.08116594822,2,48.85056129,50.85056129,40.85056129,46.85056129,52.85056129,58.85056129,60,6,23,3.833333333,56.16666667,7.787097591,71.538,-1,1,ps6,1,1,1,0.9695,1,1,1,0.01441834431,0.8098303387,0.1122770542,0.877874,0.117872,OK,
27267,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Dummy,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27267_-1.root,23342,181,TWO_STAGE_GAUSSIAN_FIT,,49.87193758,0.125321044,0.446577621,0.1150133629,2,48.87193758,50.87193758,40.87193758,46.87193758,52.87193758,58.87193758,63,6,19,3.166666667,59.83333333,7.970431467,61.989,-1,1,ps6,1,0.99996,1,0.9737,1,1,1,0.01656828558,0.9913357539,0.1320563848,1.12939,0.142445,OK,
27269,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Dummy,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27269_-1.root,23033,161,TWO_STAGE_GAUSSIAN_FIT,,49.89716948,0.06009156124,0.4130968254,0.05679553619,2,48.89716948,50.89716948,40.89716948,46.89716948,52.89716948,58.89716948,60,6,20,3.333333333,56.66666667,7.78174502,70.244,-1,1,ps6,1,1,1,0.972,1,1,1,0.0146461845,0.8299504553,0.1139728733,0.930132,0.121476,OK,
27270,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,Dummy,6.449,-1.165,2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27271,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27271_-1.root,15522,333,TWO_STAGE_GAUSSIAN_FIT,,49.83036499,0.123272508,0.5037972318,0.103033727,2,48.83036499,50.83036499,40.83036499,46.83036499,52.83036499,58.83036499,35,6,48,8,27,6.027713773,8.727,-1,1,ps6,1,0.99994,1,0.9775,1,1,1,0.1172314985,3.16525046,0.7066379183,2.74229,0.704948,OK,
27272,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27272_-1.root,130880,3036,TWO_STAGE_GAUSSIAN_FIT,,49.83776537,0.02819162341,0.4422900128,0.02756198438,2,48.83776537,50.83776537,40.83776537,46.83776537,52.83776537,58.83776537,328,6,525,87.5,240.5,18.50900682,73.663,-1,1,ps6,1,0.99997,0.9999,0.9784,1,1,1,0.01387684108,3.337380279,0.2568465461,3.88254,0.276539,OK,
27273,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27273_-1.root,142699,3359,TWO_STAGE_GAUSSIAN_FIT,,49.80952899,0.02346248378,0.3947326002,0.0235853421,2,48.80952899,50.80952899,40.80952899,46.80952899,52.80952899,58.80952899,364,6,563,93.83333333,270.1666667,19.48432418,82.421,-1,1,ps6,1,0.99997,1,0.9784,1,1,1,0.01240105705,3.350352247,0.2416262158,4.11262,0.26543,OK,
27274,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27274_-1.root,130495,3069,TWO_STAGE_GAUSSIAN_FIT,,49.8194961,0.02444572532,0.4071272643,0.02465417584,2,48.8194961,50.8194961,40.8194961,46.8194961,52.8194961,58.8194961,359,6,518,86.33333333,272.6666667,19.32327324,74.426,-1,1,ps6,1,0.99998,1,0.978,1,1,1,0.01373868457,3.746081326,0.265476356,4.31042,0.282818,OK,
27275,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27275_-1.root,124659,2673,TWO_STAGE_GAUSSIAN_FIT,,49.85763806,0.02841306077,0.4253597262,0.02764716192,2,48.85763806,50.85763806,40.85763806,46.85763806,52.85763806,58.85763806,284,6,457,76.16666667,207.8333333,17.22482059,65.694,-1,1,ps6,1,0.99995,0.9998,0.9794,1,1,1,0.01554614725,3.231007604,0.2677795973,4.08767,0.295669,OK,
27276,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27276_-1.root,135950,3091,TWO_STAGE_GAUSSIAN_FIT,,49.83165134,0.02545193891,0.394350047,0.02333522176,2,48.83165134,50.83165134,40.83165134,46.83165134,52.83165134,58.83165134,341,6,507,84.5,256.5,18.84365499,77.375,-1,1,ps6,1,0.99996,0.9996,0.9782,1,1,1,0.01321791042,3.390394022,0.2490737436,4.02045,0.270236,OK,
27277,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27277_-1.root,140194,3179,TWO_STAGE_GAUSSIAN_FIT,,49.77816571,0.02158230767,0.3589849552,0.0206191358,2,48.77816571,50.77816571,40.77816571,46.77816571,52.77816571,58.77816571,370,6,531,88.5,281.5,19.61504525,80.828,-1,1,ps6,1,0.99996,0.9999,0.9785,1,1,1,0.01264556217,3.55972575,0.2480432741,4.09609,0.266644,OK,
27278,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27278_-1.root,135022,3184,TWO_STAGE_GAUSSIAN_FIT,,49.79300016,0.02326785475,0.3615888193,0.0198450066,2,48.79300016,50.79300016,40.79300016,46.79300016,52.79300016,58.79300016,333,6,542,90.33333333,242.6666667,18.65624709,77.288,-1,1,ps6,1,0.99997,0.9998,0.9779,1,1,1,0.0132340686,3.211467313,0.2468980538,4.058,0.272251,OK,
27279,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27279_-1.root,143640,3329,TWO_STAGE_GAUSSIAN_FIT,,49.86726218,0.02170128543,0.3696825434,0.02030968842,2,48.86726218,50.86726218,40.86726218,46.86726218,52.86726218,58.86726218,376,6,559,93.16666667,282.8333333,19.78706087,82.358,-1,1,ps6,1,0.99996,0.9998,0.9776,1,1,1,0.01242330808,3.513725635,0.2458207532,4.01841,0.262929,OK,
27280,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27280_-1.root,63495,1362,TWO_STAGE_GAUSSIAN_FIT,,49.87881219,0.03676669291,0.4067912929,0.0348741885,2,48.87881219,50.87881219,40.87881219,46.87881219,52.87881219,58.87881219,156,6,238,39.66666667,116.3333333,12.75190618,34.73,-1,1,ps6,1,0.99995,0.9998,0.9789,1,1,1,0.02942154474,3.422706371,0.375180778,4.02988,0.402214,OK,
27281,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,C,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27281_-1.root,204979,4971,TWO_STAGE_GAUSSIAN_FIT,,49.74735951,0.02185740477,0.4234010964,0.02530740114,2,48.74735951,50.74735951,40.74735951,46.74735951,52.74735951,58.74735951,567,6,824,137.3333333,429.6666667,24.28762831,118.01,-1,1,ps6,1,0.99995,1,0.977,1,1,1,0.008673778773,3.726833613,0.2106655149,4.49261,0.229067,OK,
27282,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,C,6.449,-1.165,2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27283,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,C,6.449,-1.165,2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27284,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,C,6.449,-1.165,2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27285,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Cu,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27285_-1.root,144422,2585,TWO_STAGE_GAUSSIAN_FIT,,49.66442384,0.03119073544,0.3845527833,0.03439442867,2,48.66442384,50.66442384,40.66442384,46.66442384,52.66442384,58.66442384,217,6,435,72.5,144.5,15.13549911,80.491,-1,1,ps6,1,0.99996,0.9999,0.9736,1,1,1,0.01276241655,1.844169192,0.1931655444,2.27824,0.212729,OK,
27286,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Cu,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27286_-1.root,140984,2559,TWO_STAGE_GAUSSIAN_FIT,,49.69240343,0.03788278088,0.4403790551,0.04102242468,2,48.69240343,50.69240343,40.69240343,46.69240343,52.69240343,58.69240343,218,6,416,69.33333333,148.6666667,15.1510909,78.585,-1,1,ps6,1,0.99998,0.9995,0.9747,1,1,1,0.01306216796,1.941908971,0.1979060942,2.06969,0.210134,OK,
27287,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Cu,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27287_-1.root,137508,2547,TWO_STAGE_GAUSSIAN_FIT,,49.76247534,0.03287805455,0.4136524869,0.03383356365,2,48.76247534,50.76247534,40.76247534,46.76247534,52.76247534,58.76247534,213,6,424,70.66666667,142.3333333,14.99259076,76.318,-1,1,ps6,1,0.99992,0.9999,0.9756,1,1,1,0.01343319763,1.911991796,0.2013984347,2.13979,0.214704,OK,
27288,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Cu,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27288_-1.root,66159,1165,TWO_STAGE_GAUSSIAN_FIT,,49.7374103,0.04324994695,0.3507959396,0.04354462741,2,48.7374103,50.7374103,40.7374103,46.7374103,52.7374103,58.7374103,86,6,184,30.66666667,55.33333333,9.545214042,34.751,-1,1,ps6,1,0.99997,1,0.9749,1,1,1,0.02951791326,1.633324534,0.2817548001,2.01886,0.318176,OK,
27289,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Cu,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27289_-1.root,243957,4552,TWO_STAGE_GAUSSIAN_FIT,,49.6922493,0.02365391366,0.4053550848,0.02163624293,2,48.6922493,50.6922493,40.6922493,46.6922493,52.6922493,58.6922493,386,6,787,131.1666667,254.8333333,20.19557157,135.15,-1,1,ps6,1,0.99995,0.9999,0.9737,1,1,1,0.007600180853,1.936779421,0.1534899964,2.58733,0.173145,OK,
27290,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Cu,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27290_-1.root,148247,2781,TWO_STAGE_GAUSSIAN_FIT,,49.66794779,0.02670559218,0.3826583995,0.02397694695,2,48.66794779,50.66794779,40.66794779,46.66794779,52.66794779,58.66794779,243,6,472,78.66666667,164.3333333,16.00347185,81.586,-1,1,ps6,1,0.99997,0.9998,0.9736,1,1,1,0.01259226023,2.069328099,0.2015198821,2.31506,0.215011,OK,
27291,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Cu,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27291_-1.root,151508,2761,TWO_STAGE_GAUSSIAN_FIT,,49.58075899,0.02666807831,0.3574163337,0.02607579809,2,48.58075899,50.58075899,40.58075899,46.58075899,52.58075899,58.58075899,248,6,488,81.33333333,166.6666667,16.17267929,84.472,-1,1,ps6,1,0.99995,0.9999,0.9731,1,1,1,0.01216731908,2.027886514,0.1967781494,2.40394,0.212335,OK,
27292,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Cu,6.449,-1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27292_-1.root,124125,2199,TWO_STAGE_GAUSSIAN_FIT,,49.60418335,0.03701028548,0.4343643465,0.03967896325,2,48.60418335,50.60418335,40.60418335,46.60418335,52.60418335,58.60418335,183,6,360,60,123,13.89244399,67.683,-1,1,ps6,1,0.99998,0.9996,0.9741,1,1,1,0.01517397258,1.866398627,0.2108035642,2.22061,0.230915,OK,
