mode,group_id,curve_label,setting_id,pt_bin,z_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,npts,npts_fit,phi_min,phi_max,phi_span,phi_occ,phi_nsectors,dominant_wfrac,M0,M0_err,A,A_err,B,B_err,A_sig,B_sig,chi2,ndf,chi2_ndf,prob,fit_tier,fit_status,cov_status,fit_flag_bits,valid_fit_default,valid_M0_default,valid_A_default,valid_B_default,attempts,note
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.36,10,10,0.981748,4.51604,3.53429,5,8,0.197715,0.00244804,0.000482086,0.311245,0.237044,0.00703784,0.124857,1.31302,0.0563671,12.1439,7,1.73485,0.0959241,2,0,3,131072,1,1,1,0,t2:ok_or_best,B_SIG_LOW
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi-sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.5,10,10,1.37445,4.90874,3.53429,6,8,0.220343,0.00427756,0.00075777,0.924962,0.10422,0.292378,0.0554331,8.87505,5.27443,7.76092,7,1.1087,0.354147,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.67,pass4/pi-sidis/LD2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsPneg4p868_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.230347,0.00204852,0.000177267,0.482593,0.0655705,-999,-999,7.35991,-999,7.54848,6,1.25808,0.273083,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.90,pass4/pi-sidis/LD2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsPneg6p538_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.9,6,6,2.15984,4.12334,1.9635,4,8,0.327835,0.00239332,0.00072856,0.72339,0.132671,-999,-999,5.4525,-999,1.98176,4,0.49544,0.739114,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.36,9,9,1.37445,4.51604,3.14159,5,8,0.217237,0.00208764,0.000192964,0.250814,0.0868912,-999,-999,2.88653,-999,26.1318,7,3.73311,0.000477075,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi-sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.205676,0.00178102,0.000113952,0.251069,0.060924,-999,-999,4.12103,-999,21.7573,6,3.62621,0.00133979,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.67,pass4/pi-sidis/LD2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsPneg4p868_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.227017,0.00145085,9.05248e-05,0.376323,0.0518127,-999,-999,7.26314,-999,3.3409,6,0.556816,0.765003,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.90,pass4/pi-sidis/LD2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsPneg6p538_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.9,8,8,1.76715,4.51604,2.74889,4,8,0.230358,0.00122889,0.000197333,0.357064,0.140172,-999,-999,2.54732,-999,14.8656,6,2.4776,0.021328,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.36,5,5,2.55254,4.12334,1.5708,3,8,0.448398,0.00369324,0.000894909,0.826196,0.0706835,-999,-999,11.6887,-999,10.9095,3,3.63649,0.0122256,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi-sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.228108,0.00185854,0.000176464,0.213561,0.0911096,-999,-999,2.344,-999,12.8933,6,2.14889,0.0447616,1,0,3,0,1,1,1,0,t1:ok_or_best,
