run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
25575,signal,LH2,HEE,4059.424,-999.0,1.0,99.7679,43.7083,1.007526,-1.0,-1.0,ps5,-1.0
