category,run,ctime_raw_withstart,ctime_good_withstart,coinc_blocking_ratio,rootfile,status
signal,24611,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24611_-1.root",NOFILE
signal,24612,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24612_-1.root",NOFILE
signal,24613,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24613_-1.root",NOFILE
signal,24614,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24614_-1.root",NOFILE
signal,24615,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24615_-1.root",NOFILE
signal,24616,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24616_-1.root",NOFILE
signal,24617,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24617_-1.root",NOFILE
signal,24618,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24618_-1.root",NOFILE
signal,24619,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24619_-1.root",NOFILE
signal,24620,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24620_-1.root",NOFILE
signal,24621,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24621_-1.root",NOFILE
signal,24622,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24622_-1.root",NOFILE
signal,24666,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24666_-1.root",NOFILE
signal,24667,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24667_-1.root",NOFILE
signal,24668,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24668_-1.root",NOFILE
signal,24669,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24669_-1.root",NOFILE
signal,24670,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24670_-1.root",NOFILE
signal,24671,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24671_-1.root",NOFILE
signal,24672,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24672_-1.root",NOFILE
signal,24673,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24673_-1.root",NOFILE
dummy,24641,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24641_-1.root",NOFILE
dummy,24642,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24642_-1.root",NOFILE
dummy,24643,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24643_-1.root",NOFILE
dummy,24684,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24684_-1.root",NOFILE
dummy,24685,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24685_-1.root",NOFILE
dummy,24686,nan,nan,nan,"./Pass0_ROOTfiles/coin_replay_production_24686_-1.root",NOFILE
