category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25484,27.109,91.677,52.5927,0.56552,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25484_-1.root",OK
signal,25485,30.159,102.276,51.4928,0.50856,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25485_-1.root",OK
signal,25486,29.347,101.591,52.5054,0.50999,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25486_-1.root",OK
signal,25487,29.538,108.769,53.0759,0.514847,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25487_-1.root",OK
signal,25488,30.201,111.669,52.8962,0.503636,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25488_-1.root",OK
signal,25489,15.025,51.418,55.4662,0.614931,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25489_-1.root",OK
signal,25490,15.071,51.529,55.5705,0.710678,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25490_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-4.1071130226
# FIT_aerr,6.09165985962
# FIT_b,3.67060805417
# FIT_berr,0.234018098821
# FIT_b_over_berr,15.6851460321
# FIT_chi2,80.8840356543
# FIT_ndf,5
# FIT_chi2ndf,16.1768071309
# FIT_prob,5.48117974954e-16
