setting,e_beam_GeV,hms_p_GeV,hms_angle_deg,shms_p_GeV,shms_angle_deg,dp_idx,dp_label,dp_lo,dp_hi,bin_center,var,nBins,norm_win_lo,norm_win_hi,fitD_lo,fitD_hi,fitS_lo,fitS_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,statusD1,muD1_MeV,muD1_err_MeV,sigD1_MeV,sigD1_err_MeV,chi2D1,ndfD1,statusS1,muS1_MeV,muS1_err_MeV,sigS1_MeV,sigS1_err_MeV,chi2S1,ndfS1,muD_MeV,muD_err_MeV,sigD_MeV,sigD_err_MeV,statusD,chi2D,ndfD,muS_MeV,muS_err_MeV,sigS_MeV,sigS_err_MeV,statusS,chi2S,ndfS,offset_MeV,offset_err_MeV,fit_valid
A,8.583100,2.280000,42.000000,-7.070000,12.465000,1,b1,-2.000000,1.000000,-0.500000,W,200,0.917161,0.985736,0.917161,0.985736,0.925787,0.965291,183598.000000,312.700115,587.137616,243698.000000,133551.000000,0,951.448705,0.054248,22.858325,0.055811,19946.261262,197,0,945.538718,0.042782,13.167934,0.032641,15551.840046,145,949.723846,0.055158,19.462789,0.061672,0,466.852104,66,944.266506,0.054059,12.753207,0.066010,0,237.415947,36,5.457340,0.077232,1
A,8.583100,2.280000,42.000000,-7.070000,12.465000,1,b1,-2.000000,1.000000,-0.500000,Em,200,0.003854,0.020686,0.003854,0.020686,0.000887,0.010312,150489.000000,208.355794,722.269330,243698.000000,133551.000000,0,12.269830,0.016012,5.610587,0.012825,6009.911388,197,0,5.599424,0.010768,3.141506,0.008873,10774.582030,118,11.596231,0.018766,5.496815,0.023457,0,910.145675,65,5.388673,0.012956,2.905379,0.015649,0,380.996093,34,6.207557,0.022804,1
A,8.583100,2.280000,42.000000,-7.070000,12.465000,1,b1,-2.000000,1.000000,-0.500000,Pmz,200,-0.022835,0.002370,-0.022835,0.002370,-0.013204,0.003113,158827.000000,277.612179,572.118271,243698.000000,133551.000000,0,-10.232942,0.023742,8.401696,0.022007,2448.309883,197,0,-5.045155,0.018283,5.438965,0.013906,6326.524186,144,-10.042423,0.026435,7.995268,0.032703,0,365.565552,97,-4.461003,0.023844,5.369215,0.029798,0,584.677941,62,-5.581420,0.035599,1
A,8.583100,2.280000,42.000000,-7.070000,12.465000,1,b1,-2.000000,1.000000,-0.500000,Pmx,200,-0.023914,0.004950,-0.023914,0.004950,-0.012885,0.004476,163003.000000,287.127356,567.702786,243698.000000,133551.000000,0,-9.482298,0.024360,9.621217,0.023250,4265.604627,197,0,-4.204563,0.019233,5.787105,0.015283,8448.182587,145,-9.123739,0.027449,8.731857,0.032477,0,361.946227,93,-3.653360,0.023692,5.533621,0.028698,0,447.728591,55,-5.470379,0.036259,1
B,8.583100,3.750000,29.990000,-5.670000,19.340000,1,b1,-2.000000,1.000000,-0.500000,W,183,0.913196,1.000297,0.913196,1.000297,0.919154,0.976927,7055.000000,2.213650,3187.044492,9123.000000,47265.000000,0,956.746223,0.345181,29.033686,0.321470,472.740312,178,0,948.040708,0.101646,19.257558,0.078345,3101.863599,150,954.755025,0.369985,25.134203,0.417292,0,64.458737,77,946.268766,0.120959,18.128996,0.143804,0,196.171837,50,8.486259,0.389256,1
B,8.583100,3.750000,29.990000,-5.670000,19.340000,1,b1,-2.000000,1.000000,-0.500000,Em,170,-0.007017,0.013517,-0.007017,0.013517,0.001043,0.010901,5983.000000,1.801730,3320.696843,9123.000000,47265.000000,0,3.249667,0.112764,6.844637,0.088895,759.700668,160,0,5.972133,0.020826,3.285854,0.016208,4444.137233,103,1.858763,0.113168,6.545405,0.141790,0,128.341377,67,5.522224,0.024327,3.146729,0.030621,0,247.032122,30,-3.663461,0.115754,1
B,8.583100,3.750000,29.990000,-5.670000,19.340000,1,b1,-2.000000,1.000000,-0.500000,Pmz,172,-0.014036,0.012587,-0.014036,0.012587,-0.013258,0.002277,6330.000000,1.880121,3366.804968,9123.000000,47265.000000,0,-0.724244,0.118993,8.874185,0.101105,438.017203,169,0,-5.490330,0.029782,5.178244,0.022956,2511.756890,122,0.231772,0.133897,8.177059,0.159839,0,142.153905,88,-4.930646,0.036165,4.995558,0.044218,0,140.205820,51,5.162419,0.138695,1
B,8.583100,3.750000,29.990000,-5.670000,19.340000,1,b1,-2.000000,1.000000,-0.500000,Pmx,171,-0.024725,0.004092,-0.024725,0.004092,-0.014687,0.005616,6376.000000,1.969596,3237.211331,9123.000000,47265.000000,0,-10.316691,0.124973,9.605771,0.116568,257.312080,164,0,-4.535788,0.037911,6.767681,0.029048,2566.509115,135,-9.982619,0.144940,8.924485,0.173203,0,84.538751,79,-3.824973,0.044308,6.408413,0.053497,0,190.685241,55,-6.157647,0.151561,1
