toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_b1_A,dthe_b1_B,dpe_b1_A,dpe_b1_B,dthp,dpp_b1_A,dpp_b1_B
1770,True,Optimization terminated successfully.,1764,2778,418.7696,0,1,0.3203,0.2414,-1.0429,-1.3342,0.3547,0.4565,3.0365
1771,True,Optimization terminated successfully.,1983,3072,525.3582,0,1,-0.0895,-0.4546,-0.3789,0.0580,1.2683,-1.7996,0.8159
1772,True,Optimization terminated successfully.,1843,2856,363.4176,0,1,-0.1541,-0.5951,-0.2850,0.3146,1.3964,-2.1276,0.4278
1773,True,Optimization terminated successfully.,1695,2636,451.0589,0,1,-0.1060,-0.5277,-0.3602,0.1243,1.2757,-1.8549,0.7488
1774,True,Optimization terminated successfully.,1535,2383,452.3686,0,1,-0.0785,-0.5151,-0.3904,0.1409,1.2947,-1.7446,0.7516
1775,True,Optimization terminated successfully.,1750,2698,473.1249,0,1,-0.1145,-0.5194,-0.3375,0.1658,1.3660,-1.9240,0.6974
1776,True,Optimization terminated successfully.,2074,3207,442.3823,0,1,0.0277,-0.2543,-0.5797,-0.3421,0.9742,-1.1080,1.4872
1777,True,Optimization terminated successfully.,1543,2420,318.7541,0,1,-0.0822,-0.6300,-0.3875,0.2767,1.2779,-1.7504,0.5342
1778,True,Optimization terminated successfully.,1680,2630,477.1958,0,1,-0.1199,-0.4990,-0.3338,0.1233,1.3416,-1.9308,0.7395
1779,True,Optimization terminated successfully.,1837,2842,395.8697,0,1,-0.0584,-0.5603,-0.4225,0.1845,1.2601,-1.6458,0.6228
1780,True,Optimization terminated successfully.,2999,4580,0.8255,1,0,-62.0231,-109.3484,100.6763,218.8401,145.4071,-341.4081,-340.2413
1781,True,Optimization terminated successfully.,1602,2520,316.7134,0,1,-0.1070,-0.5559,-0.3522,0.2247,1.3392,-1.8749,0.5757
1782,True,Optimization terminated successfully.,1530,2396,391.4696,0,1,-0.1113,-0.5286,-0.3517,0.1011,1.3449,-1.8903,0.7810
1783,True,Optimization terminated successfully.,1955,3016,432.1856,0,1,-0.1373,-0.6439,-0.3124,0.3298,1.3689,-2.0304,0.3974
1784,True,Optimization terminated successfully.,1772,2751,460.3643,0,1,-0.0895,-0.4498,-0.3696,0.0493,1.3029,-1.8179,0.8735
1785,True,Optimization terminated successfully.,1820,2844,384.7834,0,1,-0.1140,-0.5710,-0.3326,0.2113,1.3585,-1.9315,0.6213
1786,True,Optimization terminated successfully.,1940,2998,503.0262,0,1,0.1142,-0.1328,-0.7130,-0.6352,0.8385,-0.6498,1.9310
1787,True,Optimization terminated successfully.,1805,2791,489.6949,0,1,0.0098,-0.3195,-0.5364,-0.2925,1.0581,-1.2551,1.4015
1788,True,Optimization terminated successfully.,1610,2533,400.6016,0,1,-0.0504,-0.5077,-0.4365,0.0714,1.1923,-1.5885,0.8490
1789,True,Optimization terminated successfully.,1722,2683,421.7315,0,1,0.1026,-0.1509,-0.6865,-0.5817,0.8760,-0.7590,1.8609
1790,True,Optimization terminated successfully.,1767,2746,409.8987,0,1,0.0838,-0.1756,-0.6641,-0.5271,0.8784,-0.8263,1.7368
1791,True,Optimization terminated successfully.,1669,2600,440.5244,0,1,0.3227,0.3305,-1.0665,-1.5186,0.2946,0.5187,3.3391
1792,True,Optimization terminated successfully.,1928,2998,492.0491,0,1,-0.0401,-0.4960,-0.4542,0.0667,1.2093,-1.5099,0.8223
1793,True,Optimization terminated successfully.,1918,2974,382.6656,0,1,-0.2559,-0.8224,-0.1094,0.7777,1.6662,-2.7014,-0.2488
1794,True,Optimization terminated successfully.,1699,2620,400.5609,0,1,-0.0518,-0.4487,-0.4506,-0.0137,1.1695,-1.5556,0.9608
1795,True,Optimization terminated successfully.,1604,2511,411.0220,0,1,-0.0265,-0.4633,-0.4673,-0.0074,1.2034,-1.4787,0.9662
1796,True,Optimization terminated successfully.,1680,2601,472.9251,0,1,-0.1687,-0.5740,-0.2518,0.2480,1.4579,-2.2129,0.5347
1797,True,Optimization terminated successfully.,1846,2874,453.1423,0,1,-0.5971,-1.3651,0.4410,1.8782,2.4545,-4.5337,-2.0064
1798,True,Optimization terminated successfully.,1555,2369,533.3471,0,1,-0.0056,-0.3392,-0.5194,-0.2011,1.0889,-1.3090,1.2922
1799,True,Optimization terminated successfully.,1868,2856,416.7161,0,1,-0.1463,-0.5581,-0.3005,0.2324,1.4037,-2.0547,0.5779
1800,True,Optimization terminated successfully.,2697,4131,0.1888,1,0,-64.2662,-113.2233,104.3297,226.6767,150.6046,-353.7019,-352.4501
1801,True,Optimization terminated successfully.,1862,2881,426.7067,0,1,-0.0672,-0.5434,-0.4074,0.1649,1.3019,-1.6858,0.6439
1802,True,Optimization terminated successfully.,1633,2529,394.2905,0,1,-0.1221,-0.6272,-0.3207,0.3053,1.3571,-1.9715,0.4412
1803,True,Optimization terminated successfully.,1770,2728,409.1396,0,1,-0.1597,-0.5833,-0.2537,0.2911,1.4746,-2.1983,0.4391
1804,True,Optimization terminated successfully.,1911,2961,412.3794,0,1,-0.1385,-0.6520,-0.3013,0.3451,1.3857,-2.0312,0.3805
1805,True,Optimization terminated successfully.,1793,2775,479.9939,0,1,-0.1103,-0.5375,-0.3539,0.1894,1.3416,-1.8768,0.6658
1806,True,Optimization terminated successfully.,1753,2707,498.0703,0,1,-0.1757,-0.6836,-0.2446,0.4933,1.4740,-2.2434,0.2022
1807,True,Optimization terminated successfully.,1677,2614,486.4056,0,1,-0.1569,-0.6607,-0.2472,0.4655,1.4907,-2.2177,0.1982
1808,True,Optimization terminated successfully.,1958,3032,458.1128,0,1,-0.0620,-0.4542,-0.4224,0.0355,1.2253,-1.6266,0.9153
1809,True,Optimization terminated successfully.,1873,2913,413.6436,0,1,-0.2873,-0.8609,-0.0500,0.8135,1.7676,-2.8720,-0.3001
1810,True,Optimization terminated successfully.,1811,2802,441.1225,0,1,0.0327,-0.3098,-0.5858,-0.3150,0.9958,-1.0901,1.3995
1811,True,Optimization terminated successfully.,1736,2684,440.4768,0,1,-0.1452,-0.6165,-0.2870,0.2849,1.4176,-2.0942,0.5120
1812,True,Optimization terminated successfully.,1731,2702,447.7121,0,1,0.2078,-0.0373,-0.8598,-0.8196,0.6207,-0.1683,2.2153
1813,True,Optimization terminated successfully.,1678,2621,448.0012,0,1,-0.0216,-0.3683,-0.4916,-0.1415,1.1112,-1.4115,1.1809
1814,True,Optimization terminated successfully.,1832,2859,453.9541,0,1,-0.2068,-0.7294,-0.1794,0.5856,1.5815,-2.4402,0.0264
1815,True,Optimization terminated successfully.,1888,2903,426.7541,0,1,-0.2202,-0.6259,-0.1694,0.3804,1.5728,-2.4985,0.3835
1816,True,Optimization terminated successfully.,1637,2555,502.4733,0,1,-0.0474,-0.5070,-0.4403,0.0654,1.1936,-1.5721,0.8265
1817,True,Optimization terminated successfully.,1827,2842,428.8056,0,1,-0.1245,-0.5625,-0.3186,0.2282,1.3623,-1.9913,0.6192
1818,True,Optimization terminated successfully.,2116,3290,514.6929,0,1,-0.0726,-0.4569,-0.4062,0.0008,1.2266,-1.6904,0.9927
1819,True,Optimization terminated successfully.,1715,2657,428.5191,0,1,-0.0355,-0.4276,-0.4626,-0.0486,1.1900,-1.4907,1.0048
1820,True,Optimization terminated successfully.,1630,2529,431.9087,0,1,-0.0315,-0.4053,-0.4811,-0.0773,1.1468,-1.4500,1.0759
1821,True,Optimization terminated successfully.,1185,1887,478.8781,0,1,-0.0221,-0.4345,-0.4841,-0.0560,1.1684,-1.4273,1.0380
1822,True,Optimization terminated successfully.,1964,3044,398.6280,0,1,-0.0348,-0.4735,-0.4647,0.0231,1.1823,-1.4798,0.9558
1823,True,Optimization terminated successfully.,1747,2695,472.0687,0,1,0.1017,-0.0913,-0.6940,-0.6666,0.8356,-0.7221,2.0142
1824,True,Optimization terminated successfully.,1812,2800,467.5994,0,1,-0.0822,-0.4307,-0.3979,0.0415,1.2348,-1.7146,0.8916
1825,True,Optimization terminated successfully.,1833,2839,501.4411,0,1,-0.1554,-0.6685,-0.2613,0.4205,1.4587,-2.1654,0.2592
1826,True,Optimization terminated successfully.,1827,2825,459.0103,0,1,0.1005,-0.1365,-0.7045,-0.6519,0.7852,-0.7053,1.9326
1827,True,Optimization terminated successfully.,2007,3087,400.9237,0,1,-0.0892,-0.4472,-0.3724,-0.0044,1.2717,-1.7980,0.9429
1828,True,Optimization terminated successfully.,1630,2516,517.1130,0,1,-0.0112,-0.3558,-0.4951,-0.1450,1.1298,-1.3875,1.2191
1829,True,Optimization terminated successfully.,2037,3183,417.3605,0,1,-0.2361,-0.7312,-0.1346,0.5896,1.6479,-2.6173,0.0620
1830,True,Optimization terminated successfully.,1575,2462,462.9157,0,1,-0.0716,-0.3695,-0.4066,-0.1452,1.2322,-1.6843,1.1760
1831,True,Optimization terminated successfully.,1972,3049,394.3771,0,1,-0.0333,-0.4744,-0.4686,0.0129,1.1827,-1.4891,0.9599
1832,True,Optimization terminated successfully.,1885,2920,436.6140,0,1,0.0926,-0.2702,-0.6626,-0.3972,0.8922,-0.8284,1.5508
1833,True,Optimization terminated successfully.,1880,2891,434.2475,0,1,-0.0402,-0.4529,-0.4533,-0.0188,1.1850,-1.5286,0.9743
1834,True,Optimization terminated successfully.,2133,3270,446.3867,0,1,-0.2372,-0.7462,-0.1352,0.6135,1.6166,-2.6109,-0.0472
1835,True,Optimization terminated successfully.,1870,2905,434.8439,0,1,0.0137,-0.2903,-0.5615,-0.3035,0.9917,-1.1728,1.3978
1836,True,Optimization terminated successfully.,1996,3077,431.2841,0,1,-0.1435,-0.5783,-0.2965,0.2656,1.4178,-2.0701,0.5414
1837,True,Optimization terminated successfully.,1792,2805,458.1586,0,1,-0.0585,-0.5491,-0.4110,0.1352,1.2874,-1.6644,0.7485
1838,True,Optimization terminated successfully.,1927,2966,490.1308,0,1,-0.0308,-0.5880,-0.4797,0.1380,1.1388,-1.4562,0.7026
1839,True,Optimization terminated successfully.,1727,2711,474.3219,0,1,-0.1584,-0.6061,-0.2681,0.3336,1.4283,-2.1650,0.4421
1840,True,Optimization terminated successfully.,2311,3539,394.3692,0,1,-0.6263,-1.5164,0.5090,2.1378,2.5617,-4.7706,-2.4042
1841,True,Optimization terminated successfully.,1640,2589,515.5544,0,1,0.0068,-0.4191,-0.5282,-0.1269,1.0756,-1.2977,1.1046
1842,True,Optimization terminated successfully.,1695,2618,428.9291,0,1,-0.1083,-0.5010,-0.3517,0.0818,1.2997,-1.8784,0.8256
1843,True,Optimization terminated successfully.,1746,2700,427.9860,0,1,-0.0239,-0.4609,-0.4793,-0.0343,1.1726,-1.4400,0.9840
1844,True,Optimization terminated successfully.,1881,2903,413.0963,0,1,-0.1312,-0.5650,-0.3009,0.2722,1.4039,-2.0387,0.5417
1845,True,Optimization terminated successfully.,1683,2615,488.2515,0,1,-0.1085,-0.5316,-0.3468,0.1561,1.3378,-1.8861,0.7078
1846,True,Optimization terminated successfully.,2203,3371,416.0191,0,1,-0.0802,-0.4777,-0.3919,0.0904,1.2707,-1.7250,0.8000
1847,True,Optimization terminated successfully.,1856,2888,457.8997,0,1,-0.0609,-0.4353,-0.4359,-0.0472,1.1808,-1.6004,1.0084
1848,True,Optimization terminated successfully.,1505,2375,409.9854,0,1,-0.0882,-0.4467,-0.3772,0.0278,1.3015,-1.7820,0.8967
1849,True,Optimization terminated successfully.,2097,3240,438.7479,0,1,-0.0484,-0.4643,-0.4484,0.0249,1.1873,-1.5530,0.8674
1850,True,Optimization terminated successfully.,1980,3074,491.8044,0,1,-0.0834,-0.5569,-0.4041,0.1861,1.2404,-1.7097,0.6385
1851,True,Optimization terminated successfully.,1799,2764,371.3201,0,1,0.3416,0.2705,-1.0726,-1.3876,0.3148,0.5576,3.1105
1852,True,Optimization terminated successfully.,1824,2810,472.2285,0,1,-0.0912,-0.4972,-0.3802,0.0829,1.2596,-1.7769,0.8169
1853,True,Optimization terminated successfully.,1561,2420,523.2468,0,1,-0.0654,-0.4591,-0.4225,0.0543,1.2396,-1.6282,0.8874
1854,True,Optimization terminated successfully.,1721,2675,407.4143,0,1,-0.0946,-0.4173,-0.3746,-0.0165,1.2662,-1.7986,0.9410
1855,True,Optimization terminated successfully.,1979,3068,385.9190,0,1,-0.0226,-0.4132,-0.4832,-0.1056,1.1338,-1.4143,1.1242
1856,True,Optimization terminated successfully.,1892,2888,460.9014,0,1,-0.0963,-0.6066,-0.3612,0.2694,1.2870,-1.8421,0.4965
1857,True,Optimization terminated successfully.,1729,2704,385.2644,0,1,0.0432,-0.3526,-0.5704,-0.2137,1.0233,-1.1252,1.2667
1858,True,Optimization terminated successfully.,1714,2665,490.4750,0,1,-0.0975,-0.5573,-0.3584,0.2235,1.3259,-1.8420,0.5769
1859,True,Optimization terminated successfully.,1697,2626,453.7355,0,1,-0.4222,-1.0856,0.1528,1.2868,2.0366,-3.5812,-1.0762
1860,True,Optimization terminated successfully.,1606,2509,469.4325,0,1,0.2224,0.0424,-0.8836,-0.9671,0.5471,-0.0935,2.4196
1861,True,Optimization terminated successfully.,1815,2830,428.7871,0,1,-0.0333,-0.4779,-0.4723,0.0811,1.1778,-1.4766,0.8572
1862,True,Optimization terminated successfully.,1753,2695,396.7551,0,1,-0.0871,-0.4436,-0.3878,0.0279,1.2734,-1.7558,0.9290
1863,True,Optimization terminated successfully.,1973,3051,438.3371,0,1,-0.1107,-0.6296,-0.3229,0.3169,1.3977,-1.9488,0.4566
1864,True,Optimization terminated successfully.,1915,2978,435.4813,0,1,-0.1552,-0.6513,-0.2744,0.3405,1.4205,-2.1528,0.4079
1865,True,Optimization terminated successfully.,2196,3384,423.6736,0,1,-0.0393,-0.3920,-0.4614,-0.1184,1.1256,-1.5040,1.0890
1866,True,Optimization terminated successfully.,1875,2915,401.3752,0,1,-0.0667,-0.4813,-0.4142,0.0431,1.2293,-1.6833,0.8627
1867,True,Optimization terminated successfully.,1488,2336,389.2099,0,1,-0.0552,-0.4206,-0.4296,0.0138,1.2203,-1.6205,0.9323
1868,True,Optimization terminated successfully.,1709,2627,403.8173,0,1,-0.0629,-0.5747,-0.4124,0.1631,1.2571,-1.6631,0.6618
1869,True,Optimization terminated successfully.,1953,3021,397.4305,0,1,-0.0739,-0.4968,-0.3993,0.1207,1.2604,-1.7236,0.7560
1870,True,Optimization terminated successfully.,2105,3234,414.6310,0,1,0.0528,-0.2650,-0.6216,-0.3879,0.9344,-0.9614,1.5566
1871,True,Optimization terminated successfully.,1660,2613,474.1740,0,1,-0.1855,-0.6488,-0.2282,0.4578,1.5065,-2.2795,0.2160
1872,True,Optimization terminated successfully.,1645,2571,452.6852,0,1,-0.0632,-0.4506,-0.4201,-0.0397,1.2119,-1.6502,0.9534
1873,True,Optimization terminated successfully.,1557,2440,434.4415,0,1,-0.0085,-0.2927,-0.5158,-0.2974,1.0793,-1.3243,1.3988
1874,True,Optimization terminated successfully.,1845,2843,458.1544,0,1,-0.1095,-0.5136,-0.3552,0.0967,1.3059,-1.8576,0.8201
1875,True,Optimization terminated successfully.,1857,2917,463.0144,0,1,0.5246,0.5728,-1.3780,-2.0195,-0.1443,1.5934,4.0671
1876,True,Optimization terminated successfully.,1803,2788,343.8480,0,1,-0.1640,-0.5496,-0.2550,0.2666,1.4579,-2.1906,0.5301
1877,True,Optimization terminated successfully.,1854,2882,441.1440,0,1,-0.1135,-0.5734,-0.3509,0.2205,1.3239,-1.8867,0.5913
1878,True,Optimization terminated successfully.,1789,2810,378.1658,0,1,-0.0639,-0.4823,-0.4085,0.0544,1.2840,-1.6778,0.8577
1879,True,Optimization terminated successfully.,1782,2755,473.7561,0,1,0.1782,-0.0415,-0.7935,-0.8126,0.7175,-0.3858,2.1448
1880,True,Optimization terminated successfully.,1756,2743,430.4655,0,1,-0.1340,-0.5882,-0.3137,0.3017,1.4111,-2.0056,0.4712
1881,True,Optimization terminated successfully.,1669,2594,414.8581,0,1,-0.0380,-0.4342,-0.4735,0.0057,1.1304,-1.4670,1.0104
1882,True,Optimization terminated successfully.,1882,2919,417.3860,0,1,-0.0736,-0.4943,-0.4103,0.0773,1.2419,-1.6663,0.8045
1883,True,Optimization terminated successfully.,1847,2863,369.6216,1,0,-0.8882,-1.9841,0.9254,3.0250,3.1511,-6.1664,-3.7852
1884,True,Optimization terminated successfully.,1549,2421,432.5523,0,1,-0.0879,-0.4685,-0.3768,0.0953,1.2875,-1.7868,0.7820
1885,True,Optimization terminated successfully.,1658,2579,410.7657,0,1,-0.0592,-0.4639,-0.4252,0.0147,1.2232,-1.6287,0.9435
1886,True,Optimization terminated successfully.,1671,2592,419.2244,0,1,-0.2624,-0.7254,-0.0993,0.5513,1.6765,-2.7292,0.1050
1887,True,Optimization terminated successfully.,1874,2872,387.1433,0,1,-0.0864,-0.4366,-0.3970,-0.0267,1.2167,-1.7270,1.0088
1888,True,Optimization terminated successfully.,1968,3063,433.7506,0,1,-0.0369,-0.4192,-0.4613,-0.0141,1.2027,-1.5171,0.9448
1889,True,Optimization terminated successfully.,1805,2806,466.6225,0,1,-0.4330,-1.1126,0.1799,1.2804,2.0600,-3.6763,-1.0807
1890,True,Optimization terminated successfully.,1668,2580,469.8762,0,1,-0.2454,-0.7242,-0.1212,0.6208,1.6575,-2.6427,0.0147
1891,True,Optimization terminated successfully.,1616,2494,453.0159,0,1,0.1094,-0.2290,-0.6938,-0.5129,0.8393,-0.7231,1.7192
1892,True,Optimization terminated successfully.,1995,3107,423.1488,0,1,-0.1920,-0.6610,-0.2191,0.4204,1.5468,-2.3320,0.2780
1893,True,Optimization terminated successfully.,1607,2510,521.1361,0,1,0.2076,0.0201,-0.8549,-0.9302,0.6291,-0.1791,2.4273
1894,True,Optimization terminated successfully.,1729,2668,452.7422,0,1,-0.0840,-0.5966,-0.3782,0.2789,1.3184,-1.7925,0.4897
1895,True,Optimization terminated successfully.,1571,2462,393.5567,0,1,-0.0217,-0.3733,-0.4837,-0.1103,1.1481,-1.4350,1.1423
1896,True,Optimization terminated successfully.,1606,2501,543.4642,0,1,0.2179,-0.0253,-0.8768,-0.9110,0.6038,-0.1057,2.3273
1897,True,Optimization terminated successfully.,1651,2580,468.8631,0,1,-0.0350,-0.3584,-0.4776,-0.1371,1.1472,-1.4574,1.1454
1898,True,Optimization terminated successfully.,1638,2568,447.6345,0,1,0.0427,-0.2808,-0.5884,-0.3089,1.0016,-1.0655,1.4388
1899,True,Optimization terminated successfully.,1763,2738,372.7180,0,1,-0.2999,-0.9586,-0.0291,0.9383,1.8029,-2.9810,-0.5563
1900,True,Optimization terminated successfully.,2088,3201,524.6283,0,1,-0.0913,-0.4842,-0.3741,0.0567,1.3292,-1.8068,0.8429
1901,True,Optimization terminated successfully.,1602,2487,446.7949,0,1,0.0646,-0.2026,-0.6371,-0.4676,0.9142,-0.9244,1.6648
1902,True,Optimization terminated successfully.,1862,2871,485.4796,0,1,-0.0197,-0.4709,-0.4763,-0.0512,1.1679,-1.4517,1.0498
1903,True,Optimization terminated successfully.,2016,3129,371.4264,0,1,0.0293,-0.2410,-0.5648,-0.3296,1.0270,-1.1368,1.4851
1904,True,Optimization terminated successfully.,1748,2722,395.1105,0,1,-0.0323,-0.3336,-0.4861,-0.1859,1.1452,-1.4447,1.2680
1905,True,Optimization terminated successfully.,1722,2671,467.4803,0,1,0.0176,-0.4461,-0.5489,-0.0802,1.0491,-1.2174,1.0880
1906,True,Optimization terminated successfully.,1682,2651,444.3745,0,1,0.1479,-0.0922,-0.7694,-0.7092,0.7367,-0.4782,2.0287
1907,True,Optimization terminated successfully.,1854,2852,459.4267,0,1,-0.3614,-1.0186,0.0705,1.1278,1.9254,-3.2931,-0.8212
1908,True,Optimization terminated successfully.,1669,2601,457.8238,0,1,-0.0593,-0.4100,-0.4275,-0.0236,1.2218,-1.6171,0.9850
1909,True,Optimization terminated successfully.,1717,2667,435.1137,0,1,-0.0303,-0.3928,-0.4814,-0.1311,1.1249,-1.4495,1.1489
1910,True,Optimization terminated successfully.,1829,2854,397.5573,0,1,-0.0766,-0.4864,-0.4044,0.0567,1.2271,-1.6922,0.8980
1911,True,Optimization terminated successfully.,1870,2916,442.7513,0,1,-0.1342,-0.5548,-0.3068,0.2381,1.3749,-2.0232,0.5744
1912,True,Optimization terminated successfully.,1747,2714,555.3896,0,1,-0.0597,-0.5073,-0.4202,0.0674,1.2270,-1.6461,0.8060
1913,True,Optimization terminated successfully.,2137,3287,466.4990,0,1,0.0304,-0.2531,-0.5610,-0.3514,1.0322,-1.1590,1.5027
1914,True,Optimization terminated successfully.,1884,2915,428.8310,0,1,-0.1264,-0.5889,-0.3213,0.2667,1.3578,-1.9646,0.5169
1915,True,Optimization terminated successfully.,1935,3050,366.9284,0,1,-0.1516,-0.5318,-0.2940,0.2021,1.3873,-2.0870,0.6373
1916,True,Optimization terminated successfully.,1979,3076,439.6451,0,1,-0.1839,-0.7412,-0.2235,0.5075,1.5057,-2.2867,0.0921
1917,True,Optimization terminated successfully.,1852,2862,408.7155,0,1,-0.0548,-0.5538,-0.4122,0.1879,1.2871,-1.6683,0.6690
1918,True,Optimization terminated successfully.,1867,2887,485.0913,0,1,-0.1249,-0.5418,-0.3179,0.1817,1.4005,-1.9911,0.7125
1919,True,Optimization terminated successfully.,1563,2421,438.5916,0,1,-0.0075,-0.4063,-0.5234,-0.0893,1.0837,-1.2968,1.0954
1920,True,Optimization terminated successfully.,1821,2855,348.9374,0,1,0.1142,-0.1800,-0.7116,-0.5591,0.8297,-0.6532,1.8113
1921,True,Optimization terminated successfully.,1808,2794,414.4470,0,1,-0.2149,-0.6940,-0.1672,0.5124,1.6028,-2.5033,0.1333
1922,True,Optimization terminated successfully.,1830,2814,404.8733,0,1,-0.0176,-0.4431,-0.4808,0.0317,1.1669,-1.4189,0.9092
1923,True,Optimization terminated successfully.,1960,3006,456.7877,0,1,-0.1483,-0.6286,-0.2840,0.3517,1.3977,-2.1131,0.4020
1924,True,Optimization terminated successfully.,1534,2377,390.8275,0,1,-0.0658,-0.3888,-0.4155,0.0035,1.2352,-1.6655,0.9683
1925,True,Optimization terminated successfully.,1582,2467,449.5071,0,1,0.1855,-0.0692,-0.8199,-0.7392,0.6669,-0.2995,2.0891
1926,True,Optimization terminated successfully.,1720,2664,406.2841,0,1,-0.1509,-0.5667,-0.2883,0.2470,1.3983,-2.0920,0.5574
1927,True,Optimization terminated successfully.,1834,2823,414.4729,0,1,-0.3505,-1.0063,0.0415,1.0922,1.8769,-3.2010,-0.7326
1928,True,Optimization terminated successfully.,2018,3123,451.5462,0,1,-0.1952,-0.6694,-0.1989,0.4483,1.5288,-2.3869,0.2789
1929,True,Optimization terminated successfully.,1818,2852,502.3401,0,1,-0.0598,-0.4945,-0.4364,0.0630,1.2007,-1.5933,0.8657
1930,True,Optimization terminated successfully.,1848,2829,504.8126,0,1,0.0049,-0.3952,-0.5378,-0.1249,1.1070,-1.2481,1.1340
1931,True,Optimization terminated successfully.,1910,2955,436.2985,0,1,-0.1355,-0.6076,-0.3129,0.2840,1.3635,-2.0171,0.4748
1932,True,Optimization terminated successfully.,1945,3003,390.2876,0,1,-0.0255,-0.3694,-0.4740,-0.0832,1.1530,-1.4700,1.0646
1933,True,Optimization terminated successfully.,1819,2839,452.4597,0,1,-0.0888,-0.6033,-0.3889,0.2067,1.2766,-1.7558,0.6534
1934,True,Optimization terminated successfully.,1842,2869,506.9792,0,1,-0.2717,-0.8121,-0.0872,0.7657,1.6980,-2.7610,-0.2470
