setting,bin,dp_idx,dp_lo,dp_hi,dthe_fit,dthe_fit_err,dpe_b1_fit,dpe_b1_fit_err,dpe_b2_fit,dpe_b2_fit_err,dpe_b3_fit,dpe_b3_fit_err,dpe_b4_fit,dpe_b4_fit_err,dpe_b5_fit,dpe_b5_fit_err,dthp_fit,dthp_fit_err,dpp_fit,dpp_fit_err,dW_measured,dW_err,dEm_measured,dEm_err,dPmz_measured,dPmz_err,dPmy_measured,dPmy_err,dW_pred,dW_pred_err,dEm_pred,dEm_pred_err,dPmz_pred,dPmz_pred_err,dPmy_pred,dPmy_pred_err,dW_resid,dW_resid_err,dEm_resid,dEm_resid_err,dPmz_resid,dPmz_resid_err,dPmy_resid,dPmy_resid_err,chi2_min,n_obs_used,n_params,ndf,chi2_ndf,fit_prob,fit_valid,fit_note,cov_dthe_dthe,cov_dthe_dpe_b1,cov_dthe_dpe_b2,cov_dthe_dpe_b3,cov_dthe_dpe_b4,cov_dthe_dpe_b5,cov_dthe_dthp,cov_dthe_dpp,cov_dpe_b1_dthe,cov_dpe_b1_dpe_b1,cov_dpe_b1_dpe_b2,cov_dpe_b1_dpe_b3,cov_dpe_b1_dpe_b4,cov_dpe_b1_dpe_b5,cov_dpe_b1_dthp,cov_dpe_b1_dpp,cov_dpe_b2_dthe,cov_dpe_b2_dpe_b1,cov_dpe_b2_dpe_b2,cov_dpe_b2_dpe_b3,cov_dpe_b2_dpe_b4,cov_dpe_b2_dpe_b5,cov_dpe_b2_dthp,cov_dpe_b2_dpp,cov_dpe_b3_dthe,cov_dpe_b3_dpe_b1,cov_dpe_b3_dpe_b2,cov_dpe_b3_dpe_b3,cov_dpe_b3_dpe_b4,cov_dpe_b3_dpe_b5,cov_dpe_b3_dthp,cov_dpe_b3_dpp,cov_dpe_b4_dthe,cov_dpe_b4_dpe_b1,cov_dpe_b4_dpe_b2,cov_dpe_b4_dpe_b3,cov_dpe_b4_dpe_b4,cov_dpe_b4_dpe_b5,cov_dpe_b4_dthp,cov_dpe_b4_dpp,cov_dpe_b5_dthe,cov_dpe_b5_dpe_b1,cov_dpe_b5_dpe_b2,cov_dpe_b5_dpe_b3,cov_dpe_b5_dpe_b4,cov_dpe_b5_dpe_b5,cov_dpe_b5_dthp,cov_dpe_b5_dpp,cov_dthp_dthe,cov_dthp_dpe_b1,cov_dthp_dpe_b2,cov_dthp_dpe_b3,cov_dthp_dpe_b4,cov_dthp_dpe_b5,cov_dthp_dthp,cov_dthp_dpp,cov_dpp_dthe,cov_dpp_dpe_b1,cov_dpp_dpe_b2,cov_dpp_dpe_b3,cov_dpp_dpe_b4,cov_dpp_dpe_b5,cov_dpp_dthp,cov_dpp_dpp,end_marker
A,b1,1,-2.000000,-1.000000,-56.663583,0.009426,91.832284,0.015334,91.914861,0.015261,91.716277,0.015274,91.287547,0.015334,nan,nan,127.180908,0.022521,-312.115573,0.051080,1.212362,0.077690,5.784457,0.020773,-6.691010,0.039301,4.098506,0.024724,6.228963,0.029768,7.106775,0.016729,-6.174380,0.013437,7.014283,0.016302,5.016601,0.083198,1.322318,0.026671,0.516630,0.041535,2.915777,0.029614,81161.645629,16,7,9,9017.960625,0.000000,1,ok_tminuit,0.000089,-0.000141,-0.000141,-0.000141,-0.000141,nan,-0.000196,0.000475,-0.000141,0.000235,0.000230,0.000230,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000233,0.000230,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000230,0.000233,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000230,0.000230,0.000235,nan,0.000329,-0.000774,nan,nan,nan,nan,nan,nan,nan,nan,-0.000196,0.000330,0.000330,0.000330,0.000329,nan,0.000507,-0.001101,0.000475,-0.000774,-0.000774,-0.000774,-0.000774,nan,-0.001101,0.002609,done
A,b2,2,-1.000000,0.000000,-56.663583,0.009426,91.832284,0.015334,91.914861,0.015261,91.716277,0.015274,91.287547,0.015334,nan,nan,127.180908,0.022521,-312.115573,0.051080,2.686577,0.055041,5.995822,0.015628,-6.207980,0.025842,6.008194,0.020122,5.517151,0.026869,6.523783,0.012833,-5.835815,0.011844,7.489099,0.014246,2.830574,0.061249,0.527961,0.020222,0.372165,0.028427,1.480905,0.024655,81161.645629,16,7,9,9017.960625,0.000000,1,ok_tminuit,0.000089,-0.000141,-0.000141,-0.000141,-0.000141,nan,-0.000196,0.000475,-0.000141,0.000235,0.000230,0.000230,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000233,0.000230,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000230,0.000233,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000230,0.000230,0.000235,nan,0.000329,-0.000774,nan,nan,nan,nan,nan,nan,nan,nan,-0.000196,0.000330,0.000330,0.000330,0.000329,nan,0.000507,-0.001101,0.000475,-0.000774,-0.000774,-0.000774,-0.000774,nan,-0.001101,0.002609,done
A,b3,3,0.000000,1.000000,-56.663583,0.009426,91.832284,0.015334,91.914861,0.015261,91.716277,0.015274,91.287547,0.015334,nan,nan,127.180908,0.022521,-312.115573,0.051080,8.699816,0.049610,8.348986,0.016990,-6.696225,0.025283,7.660422,0.021862,7.228951,0.027043,7.925791,0.013486,-6.650012,0.012215,6.347237,0.014778,-1.470865,0.056502,-0.423195,0.021692,0.046213,0.028079,-1.313185,0.026388,81161.645629,16,7,9,9017.960625,0.000000,1,ok_tminuit,0.000089,-0.000141,-0.000141,-0.000141,-0.000141,nan,-0.000196,0.000475,-0.000141,0.000235,0.000230,0.000230,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000233,0.000230,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000230,0.000233,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000230,0.000230,0.000235,nan,0.000329,-0.000774,nan,nan,nan,nan,nan,nan,nan,nan,-0.000196,0.000330,0.000330,0.000330,0.000329,nan,0.000507,-0.001101,0.000475,-0.000774,-0.000774,-0.000774,-0.000774,nan,-0.001101,0.002609,done
A,b4,4,1.000000,2.000000,-56.663583,0.009426,91.832284,0.015334,91.914861,0.015261,91.716277,0.015274,91.287547,0.015334,nan,nan,127.180908,0.022521,-312.115573,0.051080,14.689718,0.056780,12.573246,0.020761,-7.632087,0.028366,9.709565,0.032031,10.924604,0.029314,10.952625,0.016354,-8.407805,0.013341,3.882039,0.017276,-3.765114,0.063901,-1.620621,0.026429,-0.775718,0.031347,-5.827526,0.036393,81161.645629,16,7,9,9017.960625,0.000000,1,ok_tminuit,0.000089,-0.000141,-0.000141,-0.000141,-0.000141,nan,-0.000196,0.000475,-0.000141,0.000235,0.000230,0.000230,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000233,0.000230,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000230,0.000233,0.000230,nan,0.000330,-0.000774,-0.000141,0.000230,0.000230,0.000230,0.000235,nan,0.000329,-0.000774,nan,nan,nan,nan,nan,nan,nan,nan,-0.000196,0.000330,0.000330,0.000330,0.000329,nan,0.000507,-0.001101,0.000475,-0.000774,-0.000774,-0.000774,-0.000774,nan,-0.001101,0.002609,done
B,b1,1,-2.000000,-1.000000,-220.569325,0.052130,442.543515,0.104462,442.370372,0.104491,442.160834,0.104388,441.903351,0.104365,441.437371,0.104574,288.256387,0.070623,-688.756039,0.161529,5.761222,0.458526,-6.397375,0.115271,8.241687,0.165084,6.288455,0.128553,7.741308,0.197793,-4.611874,0.088396,5.486084,0.069429,10.957417,0.082009,1.980086,0.499368,1.785501,0.145263,-2.755603,0.179090,4.668962,0.152484,4287.026040,20,8,12,357.252170,0.000000,1,ok_tminuit,0.002718,-0.005315,-0.005315,-0.005318,-0.005320,-0.005321,-0.003426,0.008305,-0.005315,0.010912,0.010684,0.010683,0.010683,0.010683,0.007080,-0.016684,-0.005315,0.010684,0.010918,0.010683,0.010683,0.010683,0.007078,-0.016683,-0.005318,0.010683,0.010683,0.010897,0.010682,0.010683,0.007074,-0.016683,-0.005320,0.010683,0.010683,0.010682,0.010892,0.010683,0.007069,-0.016683,-0.005321,0.010683,0.010683,0.010683,0.010683,0.010936,0.007067,-0.016684,-0.003426,0.007080,0.007078,0.007074,0.007069,0.007067,0.004988,-0.010965,0.008305,-0.016684,-0.016683,-0.016683,-0.016683,-0.016684,-0.010965,0.026092,done
B,b2,2,-1.000000,0.000000,-220.569325,0.052130,442.543515,0.104462,442.370372,0.104491,442.160834,0.104388,441.903351,0.104365,441.437371,0.104574,288.256387,0.070623,-688.756039,0.161529,6.196431,0.429631,-4.302070,0.120380,5.212792,0.156397,8.382315,0.130990,9.233795,0.198661,-3.631888,0.089677,4.847188,0.070264,10.212905,0.082880,3.037364,0.473338,0.670182,0.150111,-0.365604,0.171456,1.830590,0.155008,4287.026040,20,8,12,357.252170,0.000000,1,ok_tminuit,0.002718,-0.005315,-0.005315,-0.005318,-0.005320,-0.005321,-0.003426,0.008305,-0.005315,0.010912,0.010684,0.010683,0.010683,0.010683,0.007080,-0.016684,-0.005315,0.010684,0.010918,0.010683,0.010683,0.010683,0.007078,-0.016683,-0.005318,0.010683,0.010683,0.010897,0.010682,0.010683,0.007074,-0.016683,-0.005320,0.010683,0.010683,0.010682,0.010892,0.010683,0.007069,-0.016683,-0.005321,0.010683,0.010683,0.010683,0.010683,0.010936,0.007067,-0.016684,-0.003426,0.007080,0.007078,0.007074,0.007069,0.007067,0.004988,-0.010965,0.008305,-0.016684,-0.016683,-0.016683,-0.016683,-0.016684,-0.010965,0.026092,done
B,b3,3,0.000000,1.000000,-220.569325,0.052130,442.543515,0.104462,442.370372,0.104491,442.160834,0.104388,441.903351,0.104365,441.437371,0.104574,288.256387,0.070623,-688.756039,0.161529,10.352685,0.387139,-2.498413,0.113854,3.598805,0.160866,9.331513,0.126198,11.040016,0.192272,-2.445901,0.085938,4.073992,0.069003,9.311890,0.080724,0.687331,0.432256,0.052512,0.142647,0.475187,0.175041,-0.019623,0.149807,4287.026040,20,8,12,357.252170,0.000000,1,ok_tminuit,0.002718,-0.005315,-0.005315,-0.005318,-0.005320,-0.005321,-0.003426,0.008305,-0.005315,0.010912,0.010684,0.010683,0.010683,0.010683,0.007080,-0.016684,-0.005315,0.010684,0.010918,0.010683,0.010683,0.010683,0.007078,-0.016683,-0.005318,0.010683,0.010683,0.010897,0.010682,0.010683,0.007074,-0.016683,-0.005320,0.010683,0.010683,0.010682,0.010892,0.010683,0.007069,-0.016683,-0.005321,0.010683,0.010683,0.010683,0.010683,0.010936,0.007067,-0.016684,-0.003426,0.007080,0.007078,0.007074,0.007069,0.007067,0.004988,-0.010965,0.008305,-0.016684,-0.016683,-0.016683,-0.016683,-0.016684,-0.010965,0.026092,done
B,b4,4,1.000000,2.000000,-220.569325,0.052130,442.543515,0.104462,442.370372,0.104491,442.160834,0.104388,441.903351,0.104365,441.437371,0.104574,288.256387,0.070623,-688.756039,0.161529,14.943613,0.343985,-0.202354,0.116227,2.505731,0.147848,10.308780,0.127513,13.259519,0.189518,-0.988547,0.084913,3.123879,0.068960,8.204713,0.080636,-1.684094,0.392737,-0.786193,0.143941,0.618148,0.163140,-2.104067,0.150870,4287.026040,20,8,12,357.252170,0.000000,1,ok_tminuit,0.002718,-0.005315,-0.005315,-0.005318,-0.005320,-0.005321,-0.003426,0.008305,-0.005315,0.010912,0.010684,0.010683,0.010683,0.010683,0.007080,-0.016684,-0.005315,0.010684,0.010918,0.010683,0.010683,0.010683,0.007078,-0.016683,-0.005318,0.010683,0.010683,0.010897,0.010682,0.010683,0.007074,-0.016683,-0.005320,0.010683,0.010683,0.010682,0.010892,0.010683,0.007069,-0.016683,-0.005321,0.010683,0.010683,0.010683,0.010683,0.010936,0.007067,-0.016684,-0.003426,0.007080,0.007078,0.007074,0.007069,0.007067,0.004988,-0.010965,0.008305,-0.016684,-0.016683,-0.016683,-0.016683,-0.016684,-0.010965,0.026092,done
B,b5,5,2.000000,3.000000,-220.569325,0.052130,442.543515,0.104462,442.370372,0.104491,442.160834,0.104388,441.903351,0.104365,441.437371,0.104574,288.256387,0.070623,-688.756039,0.161529,19.404231,0.362134,3.792939,0.130201,-0.224025,0.153161,11.455373,0.142550,17.276270,0.197432,1.648902,0.092549,1.404412,0.073076,6.200997,0.085785,-2.127961,0.412457,-2.144037,0.159743,1.628437,0.169701,-5.254376,0.166372,4287.026040,20,8,12,357.252170,0.000000,1,ok_tminuit,0.002718,-0.005315,-0.005315,-0.005318,-0.005320,-0.005321,-0.003426,0.008305,-0.005315,0.010912,0.010684,0.010683,0.010683,0.010683,0.007080,-0.016684,-0.005315,0.010684,0.010918,0.010683,0.010683,0.010683,0.007078,-0.016683,-0.005318,0.010683,0.010683,0.010897,0.010682,0.010683,0.007074,-0.016683,-0.005320,0.010683,0.010683,0.010682,0.010892,0.010683,0.007069,-0.016683,-0.005321,0.010683,0.010683,0.010683,0.010683,0.010936,0.007067,-0.016684,-0.003426,0.007080,0.007078,0.007074,0.007069,0.007067,0.004988,-0.010965,0.008305,-0.016684,-0.016683,-0.016683,-0.016683,-0.016684,-0.010965,0.026092,done
