setting,bin,dp_idx,dp_lo,dp_hi,dthe_fit,dthe_fit_err,dpe_b1_fit,dpe_b1_fit_err,dpe_b2_fit,dpe_b2_fit_err,dpe_b3_fit,dpe_b3_fit_err,dpe_b4_fit,dpe_b4_fit_err,dpe_b5_fit,dpe_b5_fit_err,dthp_fit,dthp_fit_err,dpp_fit,dpp_fit_err,dW_measured,dW_err,dEm_measured,dEm_err,dPmz_measured,dPmz_err,dPmy_measured,dPmy_err,dW_pred,dW_pred_err,dEm_pred,dEm_pred_err,dPmz_pred,dPmz_pred_err,dPmy_pred,dPmy_pred_err,dW_resid,dW_resid_err,dEm_resid,dEm_resid_err,dPmz_resid,dPmz_resid_err,dPmy_resid,dPmy_resid_err,chi2_min,n_obs_used,n_params,ndf,chi2_ndf,fit_prob,fit_valid,fit_note,cov_dthe_dthe,cov_dthe_dpe_b1,cov_dthe_dpe_b2,cov_dthe_dpe_b3,cov_dthe_dpe_b4,cov_dthe_dpe_b5,cov_dthe_dthp,cov_dthe_dpp,cov_dpe_b1_dthe,cov_dpe_b1_dpe_b1,cov_dpe_b1_dpe_b2,cov_dpe_b1_dpe_b3,cov_dpe_b1_dpe_b4,cov_dpe_b1_dpe_b5,cov_dpe_b1_dthp,cov_dpe_b1_dpp,cov_dpe_b2_dthe,cov_dpe_b2_dpe_b1,cov_dpe_b2_dpe_b2,cov_dpe_b2_dpe_b3,cov_dpe_b2_dpe_b4,cov_dpe_b2_dpe_b5,cov_dpe_b2_dthp,cov_dpe_b2_dpp,cov_dpe_b3_dthe,cov_dpe_b3_dpe_b1,cov_dpe_b3_dpe_b2,cov_dpe_b3_dpe_b3,cov_dpe_b3_dpe_b4,cov_dpe_b3_dpe_b5,cov_dpe_b3_dthp,cov_dpe_b3_dpp,cov_dpe_b4_dthe,cov_dpe_b4_dpe_b1,cov_dpe_b4_dpe_b2,cov_dpe_b4_dpe_b3,cov_dpe_b4_dpe_b4,cov_dpe_b4_dpe_b5,cov_dpe_b4_dthp,cov_dpe_b4_dpp,cov_dpe_b5_dthe,cov_dpe_b5_dpe_b1,cov_dpe_b5_dpe_b2,cov_dpe_b5_dpe_b3,cov_dpe_b5_dpe_b4,cov_dpe_b5_dpe_b5,cov_dpe_b5_dthp,cov_dpe_b5_dpp,cov_dthp_dthe,cov_dthp_dpe_b1,cov_dthp_dpe_b2,cov_dthp_dpe_b3,cov_dthp_dpe_b4,cov_dthp_dpe_b5,cov_dthp_dthp,cov_dthp_dpp,cov_dpp_dthe,cov_dpp_dpe_b1,cov_dpp_dpe_b2,cov_dpp_dpe_b3,cov_dpp_dpe_b4,cov_dpp_dpe_b5,cov_dpp_dthp,cov_dpp_dpp,end_marker
C,b1,1,-0.500000,2.500000,-56.457256,0.211332,129.355539,0.477218,nan,nan,nan,nan,nan,nan,nan,nan,69.665162,0.275646,-180.482306,0.676818,2.557277,1.094107,-14.294357,0.271950,13.361736,0.401260,8.590304,0.329922,2.557277,1.002923,-14.294357,0.232009,13.361736,0.262349,8.590304,0.329599,-0.000000,1.484225,0.000000,0.357470,0.000000,0.479413,-0.000000,0.466352,0.000000,4,4,0,nan,nan,1,ok_tminuit,0.044661,-0.098962,nan,nan,nan,nan,-0.053105,0.140509,-0.098962,0.227737,nan,nan,nan,nan,0.125967,-0.322142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.053105,0.125967,nan,nan,nan,nan,0.075981,-0.177668,0.140509,-0.322142,nan,nan,nan,nan,-0.177668,0.458083,done
D,b1,1,4.500000,7.500000,-18.028477,0.240343,40.273636,0.545301,nan,nan,nan,nan,nan,nan,nan,nan,20.010659,0.311925,-54.140610,0.773096,11.905280,1.091195,-14.151015,0.386584,16.158137,0.359273,8.607762,0.325779,11.905280,1.013518,-14.151015,0.280850,16.158137,0.279430,8.607762,0.325466,-0.000000,1.489270,0.000000,0.477833,0.000000,0.455147,-0.000000,0.460500,0.000000,4,4,0,nan,nan,1,ok_tminuit,0.057765,-0.129124,nan,nan,nan,nan,-0.069793,0.183431,-0.129124,0.297353,nan,nan,nan,nan,0.164564,-0.420327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.069793,0.164564,nan,nan,nan,nan,0.097297,-0.231730,0.183431,-0.420327,nan,nan,nan,nan,-0.231730,0.597678,done
E,b1,1,1.500000,4.500000,-44.342699,0.209124,101.304634,0.473208,nan,nan,nan,nan,nan,nan,nan,nan,53.962325,0.272474,-140.532688,0.671015,5.161966,1.031033,-15.034481,0.287492,14.975752,0.352338,8.984313,0.314767,5.161966,0.944651,-15.034481,0.232849,14.975752,0.249184,8.984313,0.314463,0.000000,1.398355,-0.000000,0.369960,-0.000000,0.431549,0.000000,0.444933,0.000000,4,4,0,nan,nan,1,ok_tminuit,0.043733,-0.097281,nan,nan,nan,nan,-0.052371,0.138163,-0.097281,0.223925,nan,nan,nan,nan,0.123886,-0.316675,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.052371,0.123886,nan,nan,nan,nan,0.074242,-0.174620,0.138163,-0.316675,nan,nan,nan,nan,-0.174620,0.450261,done
