toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_C,dthe_E,dthe_D,dpe_C,dpe_E,dpe_D,dthp,dpp
227,True,Optimization terminated successfully.,2217,3341,13.0486,1,0,1.4544,1.3701,1.1980,-3.6699,-3.6300,-3.6984,-0.9868,8.2158
228,True,Optimization terminated successfully.,2241,3394,18.6418,1,0,2.4506,2.2703,2.0912,-5.8721,-5.6718,-5.8380,-2.2323,11.2625
229,True,Optimization terminated successfully.,2563,3865,18.2603,0,1,0.3860,0.2951,0.1260,-1.1634,-1.0598,-1.1875,0.3682,4.7004
230,True,Optimization terminated successfully.,2444,3680,10.4603,1,0,3.1662,2.9846,2.7769,-7.3910,-7.2810,-7.3013,-3.0317,13.4081
231,True,Optimization terminated successfully.,2655,3938,6.3444,0,1,0.3288,0.1478,-0.0639,-0.7761,-0.7186,-0.8311,0.6280,4.1583
232,True,Optimization terminated successfully.,2771,4159,13.9185,1,0,2.6379,2.3715,2.1469,-6.1416,-6.0029,-6.1364,-2.3138,11.6736
233,True,Optimization terminated successfully.,2468,3733,9.4066,1,0,-3.1394,-3.3886,-3.5645,7.1303,7.2616,7.1262,4.9884,-7.1573
234,True,Optimization terminated successfully.,2222,3362,2.2722,0,1,-1.5681,-1.6892,-1.8948,3.3465,3.4865,3.3522,2.9633,-1.7470
235,True,Optimization terminated successfully.,2551,3819,21.9096,1,0,0.8352,0.7299,0.5405,-2.1408,-1.9995,-2.1192,-0.2203,5.9923
236,True,Optimization terminated successfully.,2706,4076,14.5540,1,0,-3.8095,-3.9321,-4.2364,8.4719,8.5758,8.4723,5.6166,-9.0100
237,True,Optimization terminated successfully.,2417,3626,16.5288,1,0,1.2968,1.0773,0.9416,-3.0460,-2.9679,-3.0713,-0.6853,7.3485
238,True,Optimization terminated successfully.,2314,3492,25.8255,1,0,6.8709,6.7895,6.5931,-16.0965,-15.9528,-16.0551,-7.9103,25.7357
239,True,Optimization terminated successfully.,2955,4375,11.0675,0,1,0.2617,0.1451,-0.0935,-0.8754,-0.7337,-0.8285,0.5845,4.1993
240,True,Optimization terminated successfully.,3023,4489,4.8493,1,0,-7.2604,-7.3460,-7.5739,16.3539,16.4388,16.2990,9.9914,-20.1464
241,True,Optimization terminated successfully.,2247,3405,28.9728,1,0,9.4524,9.3321,9.0352,-21.8733,-21.7964,-21.9502,-11.0874,33.9714
242,True,Optimization terminated successfully.,2439,3683,11.7463,0,1,-0.6512,-0.7780,-0.9951,1.1970,1.2831,1.1852,1.6531,1.2828
243,True,Optimization terminated successfully.,2374,3573,19.3693,1,0,2.5483,2.3531,2.1726,-6.0173,-5.8502,-5.9606,-2.3801,11.4511
244,True,Optimization terminated successfully.,2613,3917,8.5226,1,0,-8.9265,-8.9682,-9.2739,20.2857,20.3479,20.2915,12.2726,-25.7128
245,True,Optimization terminated successfully.,3047,4523,3.8742,1,0,2.4902,2.2560,2.0638,-5.9042,-5.7891,-5.9001,-2.2986,11.3617
246,True,Optimization terminated successfully.,2287,3440,13.8653,1,0,1.4943,1.3901,1.1658,-3.6759,-3.6573,-3.7521,-1.1554,8.2380
247,True,Optimization terminated successfully.,2390,3536,17.5838,0,1,-1.0224,-1.1613,-1.4178,2.1619,2.2424,2.1431,2.2818,-0.0756
248,True,Optimization terminated successfully.,2277,3414,9.1024,0,1,-0.0381,-0.2288,-0.3461,-0.0914,0.0653,-0.0997,0.8710,3.1489
249,True,Optimization terminated successfully.,2300,3459,22.4797,1,0,3.7520,3.6301,3.4697,-8.7252,-8.5869,-8.7502,-3.7175,15.4055
250,True,Optimization terminated successfully.,2438,3666,26.9315,1,0,0.9760,0.7834,0.6330,-2.3790,-2.3120,-2.3754,-0.3824,6.3904
251,True,Optimization terminated successfully.,2295,3468,25.0590,1,0,1.3448,1.1721,1.0543,-3.3716,-3.2755,-3.3215,-0.8170,7.7900
252,True,Optimization terminated successfully.,2341,3509,10.3950,0,1,-0.1713,-0.2921,-0.4821,0.2073,0.3361,0.2009,1.1179,2.6822
253,True,Optimization terminated successfully.,2393,3581,8.5265,0,1,0.2847,0.1000,-0.0449,-0.8666,-0.7828,-0.9682,0.4206,4.2402
254,True,Optimization terminated successfully.,2405,3609,21.4011,0,1,0.4387,0.2487,0.1426,-1.2100,-1.1316,-1.2282,0.2331,4.7057
255,True,Optimization terminated successfully.,2417,3623,17.9102,0,1,0.2885,0.1325,-0.0554,-1.0096,-0.8777,-0.9706,0.3953,4.3343
256,True,Optimization terminated successfully.,3036,4520,10.1822,1,0,0.8734,0.7759,0.5705,-2.3655,-2.1899,-2.3336,-0.3200,6.3066
257,True,Optimization terminated successfully.,2943,4388,26.8638,1,0,3.1600,3.0072,2.7870,-7.4860,-7.3531,-7.4432,-3.2197,13.5785
258,True,Optimization terminated successfully.,2769,4177,14.0425,1,0,38.6236,38.4788,38.3096,-88.9038,-88.8773,-88.9842,-48.2863,128.9757
259,True,Optimization terminated successfully.,2533,3724,22.6679,0,1,0.4373,0.3129,0.0125,-1.1395,-1.1173,-1.2228,0.4197,4.6242
260,True,Optimization terminated successfully.,2372,3605,15.9425,1,0,16.2778,16.1586,15.9599,-37.5265,-37.4249,-37.6039,-19.7025,56.1828
261,True,Optimization terminated successfully.,2868,4288,27.1682,1,0,1.5291,1.4624,1.2032,-3.8120,-3.7699,-3.8482,-1.1539,8.4032
262,True,Optimization terminated successfully.,2465,3699,17.3076,1,0,1.5949,1.4115,1.2738,-3.7676,-3.6799,-3.7955,-1.0245,8.4058
263,True,Optimization terminated successfully.,2776,4141,21.6940,0,1,-0.2925,-0.4585,-0.6583,0.4848,0.5508,0.4161,1.2686,2.2872
264,True,Optimization terminated successfully.,2994,4488,5.6269,1,0,1.7692,1.5415,1.3236,-4.1229,-3.9956,-4.1354,-1.2725,8.7858
265,True,Optimization terminated successfully.,2391,3563,15.2366,1,0,1.0813,0.9512,0.7217,-2.6890,-2.5941,-2.7606,-0.5051,6.7799
266,True,Optimization terminated successfully.,2387,3580,21.8768,1,0,0.4936,0.3809,0.1545,-1.5183,-1.4522,-1.5022,0.0498,5.1859
267,True,Optimization terminated successfully.,2505,3783,13.5663,1,0,2.6019,2.4313,2.2464,-6.1944,-6.0523,-6.1873,-2.3796,11.7528
268,True,Optimization terminated successfully.,1960,2926,21.8551,1,0,1.3051,1.1007,0.8747,-3.1151,-3.0111,-3.0934,-0.7320,7.3815
269,True,Optimization terminated successfully.,2673,3971,9.0970,1,0,1.1522,1.0228,0.7164,-2.7384,-2.6323,-2.7568,-0.5240,6.8578
270,True,Optimization terminated successfully.,2814,4203,11.0146,0,1,-1.4516,-1.6530,-1.7977,3.0715,3.1587,3.0818,2.5600,-1.3338
271,True,Optimization terminated successfully.,2501,3759,21.2688,0,1,-0.6197,-0.7896,-0.9285,1.1580,1.3011,1.1633,1.5358,1.3782
272,True,Optimization terminated successfully.,2736,4083,26.6723,0,1,-0.3517,-0.5605,-0.6831,0.5673,0.7155,0.5786,1.2101,2.1885
273,True,Optimization terminated successfully.,2556,3822,20.9739,0,1,-0.0437,-0.2427,-0.4293,-0.0234,0.1123,-0.0785,0.9193,3.0109
274,True,Optimization terminated successfully.,2839,4262,7.1163,1,0,1.0696,0.8772,0.6707,-2.6396,-2.4100,-2.5515,-0.4176,6.7143
275,True,Optimization terminated successfully.,2470,3666,22.3332,1,0,0.9663,0.7676,0.6186,-2.4278,-2.2818,-2.4288,-0.4093,6.4039
276,True,Optimization terminated successfully.,2409,3589,11.7900,0,1,-0.8806,-1.0309,-1.1392,1.5979,1.7018,1.5981,1.7797,0.6922
277,True,Optimization terminated successfully.,2784,4170,5.2153,1,0,3.0674,2.8484,2.7015,-7.2102,-7.0789,-7.2418,-2.9884,13.2090
278,True,Optimization terminated successfully.,2486,3742,10.2225,1,0,2.0623,1.8381,1.7752,-4.9842,-4.9091,-5.0383,-1.8597,9.9935
279,True,Optimization terminated successfully.,2344,3505,9.0527,0,1,-1.6400,-1.8040,-1.8654,3.4556,3.5287,3.4687,2.9362,-1.8880
280,True,Optimization terminated successfully.,2527,3775,12.4281,0,1,0.2108,0.0727,-0.2243,-0.6659,-0.5369,-0.6494,0.6703,3.9389
281,True,Optimization terminated successfully.,2446,3691,20.6304,1,0,2.6059,2.5312,2.3370,-6.2899,-6.1573,-6.3632,-2.5379,11.8818
282,True,Optimization terminated successfully.,2667,4030,26.1736,1,0,15.8154,15.7622,15.5643,-36.5439,-36.4824,-36.6380,-19.2295,54.8661
283,True,Optimization terminated successfully.,2581,3880,20.2786,1,0,-4.6993,-4.8400,-5.0692,10.5605,10.6754,10.5115,6.8202,-11.9750
284,True,Optimization terminated successfully.,2167,3229,6.3846,0,1,-1.1445,-1.2580,-1.4162,2.3951,2.4300,2.4215,2.2542,-0.4125
285,True,Optimization terminated successfully.,2224,3369,33.4093,0,1,-0.2736,-0.4958,-0.6672,0.5361,0.6982,0.4918,1.3267,2.2815
286,True,Optimization terminated successfully.,2142,3185,14.0738,1,0,-2.6150,-2.7389,-2.9949,5.6832,5.8927,5.7584,4.1993,-5.1859
287,True,Optimization terminated successfully.,2708,4056,3.6336,1,0,4.0573,3.7796,3.6569,-9.4420,-9.3436,-9.4089,-4.2964,16.3623
288,True,Optimization terminated successfully.,2391,3574,12.1396,1,0,1.6348,1.4230,1.2625,-3.8643,-3.8002,-3.8742,-1.0357,8.4613
289,True,Optimization terminated successfully.,2396,3571,9.8379,1,0,1.8913,1.7304,1.4774,-4.5552,-4.3856,-4.5684,-1.5412,9.4290
290,True,Optimization terminated successfully.,2947,4407,4.0073,0,1,-1.3259,-1.5044,-1.8065,2.8381,2.9154,2.9168,2.5572,-1.0885
291,True,Optimization terminated successfully.,2544,3826,21.6925,1,0,1.7528,1.5454,1.4012,-4.2302,-4.0365,-4.1641,-1.3098,8.9339
292,True,Optimization terminated successfully.,2326,3518,14.9627,1,0,0.5880,0.4016,0.2112,-1.5972,-1.5157,-1.5745,0.0350,5.2458
293,True,Optimization terminated successfully.,2564,3833,20.9387,1,0,2.7482,2.5688,2.3845,-6.5346,-6.4535,-6.6035,-2.6481,12.2258
294,True,Optimization terminated successfully.,2654,3951,26.4662,0,1,-0.4456,-0.6252,-0.7615,0.7760,0.9134,0.8366,1.3623,1.8398
295,True,Optimization terminated successfully.,2738,4092,15.0464,1,0,1.9313,1.7875,1.5804,-4.5661,-4.5526,-4.5601,-1.4710,9.5278
296,True,Optimization terminated successfully.,2697,3999,10.8835,1,0,0.7432,0.4677,0.2563,-1.7031,-1.5518,-1.7087,0.0273,5.3772
297,True,Optimization terminated successfully.,2278,3448,19.1639,1,0,1.5411,1.3779,1.2276,-3.6985,-3.6182,-3.7509,-1.0869,8.2827
298,True,Optimization terminated successfully.,2634,3907,3.1326,0,1,-0.4205,-0.5654,-0.8907,0.7071,0.8892,0.6848,1.4047,1.9035
299,True,Optimization terminated successfully.,2393,3620,6.9369,1,0,3.7985,3.6389,3.4952,-8.8642,-8.7627,-8.8938,-3.8738,15.5130
300,True,Optimization terminated successfully.,2525,3799,31.0832,0,1,-0.4287,-0.5651,-0.7179,0.7175,0.7694,0.6761,1.3934,2.0064
301,True,Optimization terminated successfully.,2438,3658,26.7230,1,0,4.4229,4.1814,4.0162,-10.2744,-10.1389,-10.2400,-4.6938,17.5144
302,True,Optimization terminated successfully.,2475,3702,24.1916,1,0,0.8795,0.6709,0.5463,-2.2947,-2.1419,-2.2691,-0.2319,6.2042
303,True,Optimization terminated successfully.,2828,4223,17.6244,0,1,0.3675,0.1997,0.0196,-1.0395,-0.9750,-1.0767,0.4273,4.5025
304,True,Optimization terminated successfully.,2683,3975,23.6839,0,1,-0.1694,-0.2869,-0.5644,0.1711,0.2922,0.1449,1.1895,2.7089
305,True,Optimization terminated successfully.,2348,3549,9.7452,1,0,2.3139,2.1950,1.9165,-5.5524,-5.3586,-5.5703,-1.9388,10.7951
306,True,Optimization terminated successfully.,2390,3588,8.2072,0,1,0.0437,-0.1718,-0.3488,-0.2061,-0.1396,-0.2948,0.9379,3.3704
307,True,Optimization terminated successfully.,2584,3883,12.7543,1,0,-11.3168,-11.5114,-11.6320,25.6857,25.8578,25.7667,15.1860,-33.5012
308,True,Optimization terminated successfully.,2547,3839,19.8950,1,0,4.2076,4.0529,3.8398,-9.7704,-9.6936,-9.7434,-4.3413,16.8496
309,True,Optimization terminated successfully.,2790,4178,12.6699,1,0,1.2635,1.0510,0.8505,-3.0540,-2.8403,-3.0023,-0.5824,7.2546
310,True,Optimization terminated successfully.,2518,3774,10.8284,1,0,-2.6047,-2.8759,-3.0350,5.9103,6.0744,5.9069,4.3439,-5.4045
311,True,Optimization terminated successfully.,3020,4507,17.2289,1,0,5.2550,5.0971,4.9089,-12.3286,-12.2205,-12.3784,-5.9176,20.5189
312,True,Optimization terminated successfully.,2453,3672,11.2432,1,0,1.7949,1.5757,1.3935,-4.3869,-4.2361,-4.2841,-1.4231,9.1109
313,True,Optimization terminated successfully.,2463,3686,5.3168,0,1,0.3851,0.3314,0.0689,-1.1485,-1.0562,-1.1291,0.3421,4.6436
314,True,Optimization terminated successfully.,2209,3324,17.3566,1,0,0.7321,0.5880,0.4550,-2.0360,-1.9241,-2.0662,-0.0847,5.8773
315,True,Optimization terminated successfully.,2402,3605,23.4193,1,0,15.5325,15.4090,15.2151,-35.7932,-35.7618,-35.8661,-18.8726,53.7753
316,True,Optimization terminated successfully.,2963,4401,18.3333,1,0,2.3405,2.2243,2.0139,-5.6012,-5.4743,-5.6481,-2.2192,10.9248
317,True,Optimization terminated successfully.,2479,3733,19.4949,0,1,-1.0228,-1.1420,-1.3741,2.0558,2.1758,1.9936,2.0670,0.1379
318,True,Optimization terminated successfully.,2449,3616,7.9013,0,1,-1.3968,-1.5610,-1.8019,3.1060,3.2145,3.0979,2.7077,-1.4090
319,True,Optimization terminated successfully.,1938,2928,20.1014,1,0,2.0049,1.8867,1.6491,-4.7923,-4.5715,-4.7561,-1.5917,9.7322
320,True,Optimization terminated successfully.,2051,3090,9.3638,0,1,-0.9113,-0.9779,-1.2770,1.7963,1.9051,1.7294,2.0580,0.3989
321,True,Optimization terminated successfully.,2806,4173,8.0540,1,0,-8.6005,-8.7516,-8.9318,19.3120,19.4689,19.3946,11.5848,-24.4521
322,True,Optimization terminated successfully.,2486,3752,10.8623,0,1,-1.1422,-1.3293,-1.4682,2.4099,2.4738,2.3918,2.2806,-0.3860
323,True,Optimization terminated successfully.,2299,3428,26.4002,0,1,0.5235,0.3800,0.1795,-1.3453,-1.2902,-1.3885,0.2351,4.9629
324,True,Optimization terminated successfully.,2147,3201,12.5403,0,1,-2.1331,-2.2469,-2.4629,4.7051,4.7310,4.6817,3.6220,-3.6544
325,True,Optimization terminated successfully.,2853,4226,18.0835,1,0,0.7988,0.6434,0.4824,-2.0740,-2.0304,-2.0986,-0.1152,5.9894
326,True,Optimization terminated successfully.,2393,3576,14.7589,1,0,0.7354,0.5139,0.3287,-1.8764,-1.7434,-1.8399,-0.0869,5.5639
327,True,Optimization terminated successfully.,2609,3906,26.0740,0,1,-0.3040,-0.4757,-0.7657,0.5803,0.7217,0.5726,1.2783,2.1402
328,True,Optimization terminated successfully.,2527,3767,19.9452,1,0,2.9506,2.7106,2.5172,-6.8587,-6.7745,-6.8674,-2.7762,12.6839
329,True,Optimization terminated successfully.,2465,3659,7.6997,0,1,-0.3566,-0.5179,-0.7726,0.7042,0.8359,0.7109,1.3989,1.9923
330,True,Optimization terminated successfully.,3113,4640,34.2219,1,0,7.1471,6.9946,6.8004,-16.6010,-16.5392,-16.5956,-8.2321,26.5562
331,True,Optimization terminated successfully.,2275,3410,17.1617,1,0,1.7799,1.5579,1.3665,-4.2272,-4.1174,-4.2435,-1.3134,9.0064
332,True,Optimization terminated successfully.,2675,3972,12.5801,0,1,-0.7091,-0.8750,-1.0706,1.3710,1.4615,1.3671,1.7287,1.0588
333,True,Optimization terminated successfully.,2810,4140,36.8142,1,0,0.8713,0.7423,0.5915,-2.3006,-2.2735,-2.3367,-0.2962,6.2818
334,True,Optimization terminated successfully.,2330,3467,16.7528,0,1,-0.5412,-0.7542,-0.8965,1.0722,1.2243,1.0237,1.5534,1.4515
335,True,Optimization terminated successfully.,2339,3516,4.2486,1,0,2.4775,2.4518,2.2119,-6.0595,-5.9579,-6.0946,-2.4160,11.5667
336,True,Optimization terminated successfully.,2504,3728,9.5245,0,1,-0.1428,-0.3231,-0.4934,0.2116,0.3277,0.2428,1.1512,2.6577
337,True,Optimization terminated successfully.,2451,3686,9.6854,1,0,1.9889,1.8706,1.5647,-4.7844,-4.6640,-4.7967,-1.6667,9.7555
338,True,Optimization terminated successfully.,2558,3802,20.1680,1,0,1.4215,1.3145,1.0553,-3.5155,-3.4684,-3.5836,-0.9814,8.0299
339,True,Optimization terminated successfully.,2931,4387,9.0107,1,0,4.9128,4.7974,4.5366,-11.6260,-11.5500,-11.6104,-5.4040,19.4390
340,True,Optimization terminated successfully.,2502,3752,19.7981,0,1,0.4678,0.2641,0.1561,-1.3024,-1.2756,-1.4585,0.1788,4.9381
341,True,Optimization terminated successfully.,2063,3084,11.9289,1,0,-3.3169,-3.4791,-3.6336,7.3646,7.5084,7.2919,5.0210,-7.4739
342,True,Optimization terminated successfully.,2614,3856,11.8515,1,0,1.0514,0.8506,0.6861,-2.5905,-2.4079,-2.6297,-0.5144,6.6248
343,True,Optimization terminated successfully.,2222,3331,8.4088,0,1,-0.7643,-0.9389,-1.1137,1.5437,1.6637,1.6690,1.8891,0.7479
344,True,Optimization terminated successfully.,2391,3579,12.6571,0,1,-0.8731,-1.0582,-1.2155,1.6700,1.7823,1.7232,1.8591,0.5626
