# YieldRatioVsTrigger
# manifest: /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/settings/pass5/pi-sidis/LD2/z0p36/x0p25/Q23p3/hmsPneg3p642_shmsPneg3p632_hmsTh16p755_shmsTh8p11_thpqneg0p2/manifest.json
# rel_under_settings: pass5/pi-sidis/LD2/z0p36/x0p25/Q23p3/hmsPneg3p642_shmsPneg3p632_hmsTh16p755_shmsTh8p11_thpqneg0p2
# inputs:
#   /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/results/pass5/pi-sidis/LD2/z0p36/x0p25/Q23p3/hmsPneg3p642_shmsPneg3p632_hmsTh16p755_shmsTh8p11_thpqneg0p2/tables/yield_vs_trigger_shms34.csv
#   /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/results/pass5/pi-sidis/LD2/z0p36/x0p25/Q23p3/hmsPneg3p642_shmsPneg3p632_hmsTh16p755_shmsTh8p11_thpqneg0p2/tables/hms_elclean_chargeNorm_vs_current.csv
# N_total: 13
# N_valid_for_fit1: 13
# N_valid_for_fit2: 13
# fit1_model: raw_ratio = a + b*x   (x in kHz)
# fit1_a: 0.000200690259379
# fit1_a_err: 5.16429067596e-06
# fit1_b_per_kHz: -1.77300079777e-08
# fit1_b_err_per_kHz: 6.08873293698e-09
# fit1_chi2: 13.1216325875
# fit1_ndf: 11
# fit1_prob: 0.285449987466
# fit2_model: y_norm = 1 + m*x   (x in kHz)
# fit2_m_per_kHz: -8.83525025066e-05
# fit2_m_err_per_kHz: 9.46249392957e-06
# tau_ns: 88.3525025066
# tau_ns_err: 9.46249392957
# fit2_chi2: 3.62620586125
# fit2_ndf: 12
# fit2_prob: 0.989276923882

run,shms34_rate_kHz,yield,yield_err,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,raw_ratio,raw_ratio_err,ynorm,ynorm_err,status_yield_csv,status_elclean_csv,join_flag,use_in_fit,reason
25499,916.409,49.358,0.720608,266128.3129,103.2206786,0.0001854669256,2.708701836e-06,0.9241451286,0.02734389426,OK,OK,OK,1,""
25500,911.324,49.1609,0.746968,266045.1257,106.7257272,0.0001847840658,2.808652439e-06,0.9207425728,0.02751769972,OK,OK,OK,1,""
25501,915.178,49.4691,0.715798,266252.8358,102.0506391,0.0001857974577,2.689357577e-06,0.9257921051,0.02733337597,OK,OK,OK,1,""
25502,918.275,48.9357,0.712832,266046.4762,101.8915912,0.0001839366591,2.680277305e-06,0.9165201125,0.02710335335,OK,OK,OK,1,""
25503,913.895,48.1442,0.717433,266056.866,103.2212866,0.0001809545483,2.6974538e-06,0.9016608421,0.02681409064,OK,OK,OK,1,""
25504,471.014,50.8501,0.923613,267624.0829,146.0877593,0.0001900056955,3.4527162e-06,0.9467609244,0.02982488656,OK,OK,OK,1,""
25505,471.342,52.0175,0.926419,267742.619,145.7717881,0.0001942817329,3.461726744e-06,0.9680675761,0.03029993874,OK,OK,OK,1,""
25515,723.813,51.3517,2.03127,266429.0958,298.1586779,0.0001927405858,7.627105228e-06,0.9603883437,0.04533299225,OK,OK,OK,1,""
25516,841.676,47.3396,0.770585,259108.741,112.0786775,0.0001827016712,2.975032872e-06,0.9103664112,0.0277224596,OK,OK,OK,1,""
25517,853.39,50.3417,0.771023,265958.9656,110.9225006,0.0001892837111,2.90010459e-06,0.9431634184,0.02824638722,OK,OK,OK,1,""
25518,865.572,50.053,0.729477,266075.345,105.0104828,0.0001881158888,2.742623225e-06,0.93734439,0.02772272353,OK,OK,OK,1,""
25519,853.116,47.7935,0.738823,266083.3554,108.2431163,0.0001796185257,2.777621221e-06,0.8950037048,0.02686955908,OK,OK,OK,1,""
25520,855.592,50.2654,0.719078,266224.7786,103.7536535,0.0001888081202,2.702020409e-06,0.9407936429,0.02770108843,OK,OK,OK,1,""
