run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24213,signal,LD2,PI+SIDIS,33.912,57.853,0.9986,1.0,1.011845,-1.0,1.0,ps6,1.0,58.2334,1.24817
24214,signal,LD2,PI+SIDIS,34.227,46.716,0.9989,1.0,1.011955,-1.0,1.0,ps6,1.0,61.1518,1.41425
24215,signal,LD2,PI+SIDIS,36.025,60.746,0.9987,1.0,1.012584,-1.0,1.0,ps6,1.0,60.7,1.23961
24216,signal,LD2,PI+SIDIS,36.64,65.733,0.9987,1.0,1.012798,-1.0,1.0,ps6,1.0,57.3709,1.17524
24217,signal,LD2,PI+SIDIS,34.639,60.163,0.9986,1.0,1.012099,-1.0,1.0,ps6,1.0,60.7002,1.24771
24218,signal,LD2,PI+SIDIS,33.942,58.09,0.9988,1.0,1.011856,-1.0,1.0,ps6,1.0,59.6962,1.26118
24219,signal,LD2,PI+SIDIS,24.482,43.358,0.9987,1.0,1.008552,-1.0,1.0,ps6,1.0,62.1891,1.39456
24220,signal,LD2,PI+SIDIS,12.054,20.305,0.9987,1.0,1.00421,-1.0,1.0,ps6,1.0,63.3414,1.91727
24250,signal,LD2,PI+SIDIS,32.898,56.509,0.9985,1.0,1.011491,-1.0,1.0,ps6,1.0,61.4842,1.28871
24251,signal,LD2,PI+SIDIS,33.405,59.518,0.9987,1.0,1.011668,-1.0,1.0,ps6,1.0,60.2871,1.24619
24252,signal,LD2,PI+SIDIS,34.148,60.566,0.9986,1.0,1.011928,-1.0,1.0,ps6,1.0,59.3071,1.22839
24253,signal,LD2,PI+SIDIS,35.224,62.576,0.9986,1.0,1.012304,-1.0,1.0,ps6,1.0,58.3699,1.20744
24254,signal,LD2,PI+SIDIS,34.877,61.631,0.9985,1.0,1.012183,-1.0,1.0,ps6,1.0,61.7091,1.23419
24255,signal,LD2,PI+SIDIS,33.503,59.892,0.999,1.0,1.011703,-1.0,1.0,ps6,1.0,59.0486,1.23484
24266,signal,LD2,PI+SIDIS,24.016,40.71,0.9986,1.0,1.008389,-1.0,1.0,ps6,1.0,60.1105,1.42024
24267,signal,LD2,PI+SIDIS,12.178,21.151,0.9986,1.0,1.004254,-1.0,1.0,ps6,1.0,62.0181,1.85804
24553,positron,LD2,PI+SIDIS,30.235,40.664,0.9963,1.0,1.010561,-1.0,1.0,ps6,1.0,0.882359,0.287678
24232,dummy,Dummy,PI+SIDIS,38.202,70.995,0.9984,1.0,1.0,-1.0,1.0,ps6,1.0,17.7821,0.553165
24233,dummy,Dummy,PI+SIDIS,38.977,67.732,0.9983,1.0,1.0,-1.0,1.0,ps6,1.0,17.403,0.558734
24234,dummy,Dummy,PI+SIDIS,39.693,70.086,0.9988,1.0,1.0,-1.0,1.0,ps6,1.0,17.0028,0.546106
24268,dummy,Dummy,PI+SIDIS,38.466,68.642,0.9988,1.0,1.0,-1.0,1.0,ps6,1.0,16.4333,0.540328
24269,dummy,Dummy,PI+SIDIS,39.508,59.177,0.9988,1.0,1.0,-1.0,1.0,ps6,1.0,17.4215,0.594918
24555,positron_dummy,Dummy,PI+SIDIS,37.467,56.971,0.995,1.0,1.0,-1.0,1.0,ps6,1.0,0.0911329,0.0878495
