category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,25499,14.115,60.0952,0.819695,22.559,920.037,942.596,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25499_-1.root",OK
signal,25500,14.07,59.7835,0.850218,22.48,916.991,939.471,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25500_-1.root",OK
signal,25501,14.095,59.9648,0.816198,22.574,918.676,941.25,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25501_-1.root",OK
signal,25502,14.114,59.4601,0.811621,22.553,920.008,942.561,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25502_-1.root",OK
signal,25503,14.075,59.3124,0.819729,22.495,917.414,939.909,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25503_-1.root",OK
signal,25504,7.089,60.2389,1.02385,11.333,472.578,483.911,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25504_-1.root",OK
signal,25505,7.101,60.8371,1.02368,11.354,473.316,484.67,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25505_-1.root",OK
signal,25515,11.157,62.2606,2.30512,17.819,732.373,750.192,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25515_-1.root",OK
signal,25516,12.98,57.091,0.873216,20.213,848.912,869.125,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25516_-1.root",OK
signal,25517,13.098,61.186,0.87714,20.955,856.838,877.793,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25517_-1.root",OK
signal,25518,13.235,60.6783,0.827612,21.181,865.572,886.753,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25518_-1.root",OK
signal,25519,13.109,57.8182,0.838603,20.981,857.313,878.294,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25519_-1.root",OK
signal,25520,13.118,60.1994,0.813815,20.996,857.933,878.929,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25520_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,59.7156315609
# FIT_Cerr,0.246343233213
# FIT_chi2,22.0055026067
# FIT_ndf,12
# FIT_chi2ndf,1.83379188389
# FIT_prob,0.0374581893058
