category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25499,14.005,132.213,49.358,0.720608,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25499_-1.root",OK
signal,25500,13.928,131.787,49.1609,0.746968,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25500_-1.root",OK
signal,25501,13.987,132.154,49.4691,0.715798,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25501_-1.root",OK
signal,25502,14.034,132.17,48.9357,0.712832,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25502_-1.root",OK
signal,25503,13.967,131.638,48.1442,0.717433,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25503_-1.root",OK
signal,25504,7.011,61.652,50.8501,0.923613,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25504_-1.root",OK
signal,25505,7.017,61.715,52.0175,0.926419,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25505_-1.root",OK
signal,25515,10.972,100.434,51.3517,2.03127,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25515_-1.root",OK
signal,25516,12.816,120.288,47.3396,0.770585,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25516_-1.root",OK
signal,25517,12.991,112.773,50.3417,0.771023,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25517_-1.root",OK
signal,25518,13.181,114.601,50.053,0.729477,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25518_-1.root",OK
signal,25519,12.991,120.321,47.7935,0.738823,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25519_-1.root",OK
signal,25520,13.028,120.836,50.2654,0.719078,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25520_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-8.3079170014
# FIT_aerr,5.08628721257
# FIT_b,9.88310315278
# FIT_berr,0.405848155548
# FIT_b_over_berr,24.3517261756
# FIT_chi2,134.734797956
# FIT_ndf,11
# FIT_chi2ndf,12.248617996
# FIT_prob,1.91171741625e-23
