category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,25499,14.115,25.06,6643654,265109.8962,102.8542961,58.9963,0.804706,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25499_-1.root",OK
signal,25500,14.07,23.424,6207914,265023.651,106.3681943,58.6973,0.83477,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25500_-1.root",OK
signal,25501,14.095,25.65,6803045,265225.9259,101.6867348,58.8718,0.801321,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25501_-1.root",OK
signal,25502,14.114,25.717,6815646,265024.9251,101.5156986,58.3732,0.796784,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25502_-1.root",OK
signal,25503,14.075,25.051,6639491,265038.9605,102.8590068,58.2339,0.804823,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25503_-1.root",OK
signal,25504,7.089,12.622,3352025,265570.0364,145.0525769,59.9341,1.01867,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25504_-1.root",OK
signal,25505,7.101,12.68,3368790,265677.4448,144.7497146,60.5284,1.01849,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25505_-1.root",OK
signal,25515,11.157,3.003,796116,265106.8931,297.1206551,61.526,2.27793,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25515_-1.root",OK
signal,25516,12.98,20.684,5336806,258016.1477,111.6879138,56.1961,0.859529,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25516_-1.root",OK
signal,25517,13.098,21.688,5744537,264871.6802,110.5116367,60.2097,0.863144,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25517_-1.root",OK
signal,25518,13.235,24.228,6420132,264988.1129,104.5813909,59.6911,0.814147,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25518_-1.root",OK
signal,25519,13.109,22.785,6037645,264983.3224,107.8412105,56.8947,0.825207,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25519_-1.root",OK
signal,25520,13.118,24.822,6580879,265122.8346,103.3487389,59.2366,0.8008,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25520_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,264544.612521
# FIT_cerr,31.4526607483
# FIT_chi2,3746.98720306
# FIT_ndf,12
# FIT_chi2ndf,312.248933588
# FIT_prob,0
