z_label,pass,pt_bin,phi_bin,pt_lo,pt_hi,pt_center,phi_lo_rad,phi_hi_rad,phi_center_rad,random_subtracted_counts,coin_counts_raw,random_avg_counts,n_runs,n_manifests,n_groups
z0p5,pass4,25,23,0.25,0.26,0.255,2.0071286,2.0943951,2.0507619,34.25,41,6.75,88,4,4
z0p5,pass4,26,23,0.26,0.27,0.265,2.0071286,2.0943951,2.0507619,11,16,5,88,4,4
z0p5,pass4,27,23,0.27,0.28,0.275,2.0071286,2.0943951,2.0507619,15,17,2,88,4,4
z0p5,pass4,28,23,0.28,0.29,0.285,2.0071286,2.0943951,2.0507619,12,14,2,88,4,4
z0p5,pass4,29,23,0.29,0.3,0.295,2.0071286,2.0943951,2.0507619,6.75,8,1.25,88,4,4
z0p5,pass4,30,23,0.3,0.31,0.305,2.0071286,2.0943951,2.0507619,4,5,1,88,4,4
z0p5,pass4,31,23,0.31,0.32,0.315,2.0071286,2.0943951,2.0507619,2.75,4,1.25,88,4,4
z0p5,pass4,32,23,0.32,0.33,0.325,2.0071286,2.0943951,2.0507619,5.75,7,1.25,88,4,4
z0p5,pass4,33,23,0.33,0.34,0.335,2.0071286,2.0943951,2.0507619,3.5,5,1.5,88,4,4
z0p5,pass4,34,23,0.34,0.35,0.345,2.0071286,2.0943951,2.0507619,1.5,3,1.5,88,4,4
z0p5,pass4,35,23,0.35,0.36,0.355,2.0071286,2.0943951,2.0507619,2.5,4,1.5,88,4,4
z0p5,pass4,36,23,0.36,0.37,0.365,2.0071286,2.0943951,2.0507619,0,1,1,88,4,4
z0p5,pass4,37,23,0.37,0.38,0.375,2.0071286,2.0943951,2.0507619,1.5,2,0.5,88,4,4
z0p5,pass4,38,23,0.38,0.39,0.385,2.0071286,2.0943951,2.0507619,0.25,1,0.75,88,4,4
z0p5,pass4,39,23,0.39,0.4,0.395,2.0071286,2.0943951,2.0507619,2.5,3,0.5,88,4,4
z0p5,pass4,40,23,0.4,0.41,0.405,2.0071286,2.0943951,2.0507619,0.5,1,0.5,88,4,4
z0p5,pass4,41,23,0.41,0.42,0.415,2.0071286,2.0943951,2.0507619,5.75,6,0.25,88,4,4
z0p5,pass4,42,23,0.42,0.43,0.425,2.0071286,2.0943951,2.0507619,0,0,0,88,4,4
z0p5,pass4,43,23,0.43,0.44,0.435,2.0071286,2.0943951,2.0507619,0,0,0,88,4,4
z0p5,pass4,44,23,0.44,0.45,0.445,2.0071286,2.0943951,2.0507619,1.75,2,0.25,88,4,4
z0p5,pass4,45,23,0.45,0.46,0.455,2.0071286,2.0943951,2.0507619,1.5,2,0.5,88,4,4
z0p5,pass4,46,23,0.46,0.47,0.465,2.0071286,2.0943951,2.0507619,0.25,1,0.75,88,4,4
z0p5,pass4,47,23,0.47,0.48,0.475,2.0071286,2.0943951,2.0507619,0.75,2,1.25,88,4,4
z0p5,pass4,48,23,0.48,0.49,0.485,2.0071286,2.0943951,2.0507619,1.75,2,0.25,88,4,4
z0p5,pass4,49,23,0.49,0.5,0.495,2.0071286,2.0943951,2.0507619,-0.25,0,0.25,88,4,4
z0p5,pass4,50,23,0.5,0.51,0.505,2.0071286,2.0943951,2.0507619,0.5,1,0.5,88,4,4
z0p5,pass4,51,23,0.51,0.52,0.515,2.0071286,2.0943951,2.0507619,2.75,3,0.25,88,4,4
z0p5,pass4,52,23,0.52,0.53,0.525,2.0071286,2.0943951,2.0507619,0.75,1,0.25,88,4,4
z0p5,pass4,53,23,0.53,0.54,0.535,2.0071286,2.0943951,2.0507619,1,1,0,88,4,4
z0p5,pass4,54,23,0.54,0.55,0.545,2.0071286,2.0943951,2.0507619,1.75,2,0.25,88,4,4
z0p5,pass4,55,23,0.55,0.56,0.555,2.0071286,2.0943951,2.0507619,-0.25,0,0.25,88,4,4
z0p5,pass4,56,23,0.56,0.57,0.565,2.0071286,2.0943951,2.0507619,0,0,0,88,4,4
z0p5,pass4,57,23,0.57,0.58,0.575,2.0071286,2.0943951,2.0507619,0,0,0,88,4,4
z0p5,pass4,58,23,0.58,0.59,0.585,2.0071286,2.0943951,2.0507619,0,0,0,88,4,4
z0p5,pass4,59,23,0.59,0.6,0.595,2.0071286,2.0943951,2.0507619,0,0,0,88,4,4
z0p5,pass4,0,24,0,0.01,0.005,2.0943951,2.1816616,2.1380283,0.5,1,0.5,88,4,4
z0p5,pass4,1,24,0.01,0.02,0.015,2.0943951,2.1816616,2.1380283,8.5,12,3.5,88,4,4
z0p5,pass4,2,24,0.02,0.03,0.025,2.0943951,2.1816616,2.1380283,8.25,17,8.75,88,4,4
z0p5,pass4,3,24,0.03,0.04,0.035,2.0943951,2.1816616,2.1380283,28.75,43,14.25,88,4,4
z0p5,pass4,4,24,0.04,0.05,0.045,2.0943951,2.1816616,2.1380283,35,57,22,88,4,4
z0p5,pass4,5,24,0.05,0.06,0.055,2.0943951,2.1816616,2.1380283,47.5,78,30.5,88,4,4
z0p5,pass4,6,24,0.06,0.07,0.065,2.0943951,2.1816616,2.1380283,55.75,94,38.25,88,4,4
z0p5,pass4,7,24,0.07,0.08,0.075,2.0943951,2.1816616,2.1380283,68.5,121,52.5,88,4,4
z0p5,pass4,8,24,0.08,0.09,0.085,2.0943951,2.1816616,2.1380283,102,162,60,88,4,4
z0p5,pass4,9,24,0.09,0.1,0.095,2.0943951,2.1816616,2.1380283,106.75,167,60.25,88,4,4
z0p5,pass4,10,24,0.1,0.11,0.105,2.0943951,2.1816616,2.1380283,109,184,75,88,4,4
z0p5,pass4,11,24,0.11,0.12,0.115,2.0943951,2.1816616,2.1380283,117.25,198,80.75,88,4,4
z0p5,pass4,12,24,0.12,0.13,0.125,2.0943951,2.1816616,2.1380283,120.75,209,88.25,88,4,4
z0p5,pass4,13,24,0.13,0.14,0.135,2.0943951,2.1816616,2.1380283,166,251,85,88,4,4
z0p5,pass4,14,24,0.14,0.15,0.145,2.0943951,2.1816616,2.1380283,143,235,92,88,4,4
z0p5,pass4,15,24,0.15,0.16,0.155,2.0943951,2.1816616,2.1380283,165,245,80,88,4,4
z0p5,pass4,16,24,0.16,0.17,0.165,2.0943951,2.1816616,2.1380283,149,234,85,88,4,4
z0p5,pass4,17,24,0.17,0.18,0.175,2.0943951,2.1816616,2.1380283,160,239,79,88,4,4
z0p5,pass4,18,24,0.18,0.19,0.185,2.0943951,2.1816616,2.1380283,137.25,203,65.75,88,4,4
z0p5,pass4,19,24,0.19,0.2,0.195,2.0943951,2.1816616,2.1380283,116,181,65,88,4,4
z0p5,pass4,20,24,0.2,0.21,0.205,2.0943951,2.1816616,2.1380283,122.25,173,50.75,88,4,4
z0p5,pass4,21,24,0.21,0.22,0.215,2.0943951,2.1816616,2.1380283,90.5,124,33.5,88,4,4
z0p5,pass4,22,24,0.22,0.23,0.225,2.0943951,2.1816616,2.1380283,94.5,118,23.5,88,4,4
z0p5,pass4,23,24,0.23,0.24,0.235,2.0943951,2.1816616,2.1380283,52,72,20,88,4,4
z0p5,pass4,24,24,0.24,0.25,0.245,2.0943951,2.1816616,2.1380283,39,56,17,88,4,4
z0p5,pass4,25,24,0.25,0.26,0.255,2.0943951,2.1816616,2.1380283,34.25,45,10.75,88,4,4
z0p5,pass4,26,24,0.26,0.27,0.265,2.0943951,2.1816616,2.1380283,35.25,41,5.75,88,4,4
z0p5,pass4,27,24,0.27,0.28,0.275,2.0943951,2.1816616,2.1380283,16.25,23,6.75,88,4,4
z0p5,pass4,28,24,0.28,0.29,0.285,2.0943951,2.1816616,2.1380283,9.25,14,4.75,88,4,4
z0p5,pass4,29,24,0.29,0.3,0.295,2.0943951,2.1816616,2.1380283,3.75,8,4.25,88,4,4
z0p5,pass4,30,24,0.3,0.31,0.305,2.0943951,2.1816616,2.1380283,16.25,18,1.75,88,4,4
z0p5,pass4,31,24,0.31,0.32,0.315,2.0943951,2.1816616,2.1380283,5.75,8,2.25,88,4,4
z0p5,pass4,32,24,0.32,0.33,0.325,2.0943951,2.1816616,2.1380283,2.5,4,1.5,88,4,4
z0p5,pass4,33,24,0.33,0.34,0.335,2.0943951,2.1816616,2.1380283,6.5,8,1.5,88,4,4
z0p5,pass4,34,24,0.34,0.35,0.345,2.0943951,2.1816616,2.1380283,1.75,4,2.25,88,4,4
z0p5,pass4,35,24,0.35,0.36,0.355,2.0943951,2.1816616,2.1380283,7.75,9,1.25,88,4,4
z0p5,pass4,36,24,0.36,0.37,0.365,2.0943951,2.1816616,2.1380283,2.25,3,0.75,88,4,4
z0p5,pass4,37,24,0.37,0.38,0.375,2.0943951,2.1816616,2.1380283,4.25,5,0.75,88,4,4
z0p5,pass4,38,24,0.38,0.39,0.385,2.0943951,2.1816616,2.1380283,1.75,2,0.25,88,4,4
z0p5,pass4,39,24,0.39,0.4,0.395,2.0943951,2.1816616,2.1380283,1.75,2,0.25,88,4,4
z0p5,pass4,40,24,0.4,0.41,0.405,2.0943951,2.1816616,2.1380283,1.25,2,0.75,88,4,4
z0p5,pass4,41,24,0.41,0.42,0.415,2.0943951,2.1816616,2.1380283,0.25,1,0.75,88,4,4
z0p5,pass4,42,24,0.42,0.43,0.425,2.0943951,2.1816616,2.1380283,1,2,1,88,4,4
z0p5,pass4,43,24,0.43,0.44,0.435,2.0943951,2.1816616,2.1380283,1.75,2,0.25,88,4,4
z0p5,pass4,44,24,0.44,0.45,0.445,2.0943951,2.1816616,2.1380283,1.75,2,0.25,88,4,4
z0p5,pass4,45,24,0.45,0.46,0.455,2.0943951,2.1816616,2.1380283,2,2,0,88,4,4
z0p5,pass4,46,24,0.46,0.47,0.465,2.0943951,2.1816616,2.1380283,2,2,0,88,4,4
z0p5,pass4,47,24,0.47,0.48,0.475,2.0943951,2.1816616,2.1380283,1.75,2,0.25,88,4,4
z0p5,pass4,48,24,0.48,0.49,0.485,2.0943951,2.1816616,2.1380283,1.5,2,0.5,88,4,4
z0p5,pass4,49,24,0.49,0.5,0.495,2.0943951,2.1816616,2.1380283,1.75,2,0.25,88,4,4
z0p5,pass4,50,24,0.5,0.51,0.505,2.0943951,2.1816616,2.1380283,0.25,1,0.75,88,4,4
z0p5,pass4,51,24,0.51,0.52,0.515,2.0943951,2.1816616,2.1380283,-0.25,0,0.25,88,4,4
z0p5,pass4,52,24,0.52,0.53,0.525,2.0943951,2.1816616,2.1380283,-0.5,0,0.5,88,4,4
z0p5,pass4,53,24,0.53,0.54,0.535,2.0943951,2.1816616,2.1380283,1,1,0,88,4,4
z0p5,pass4,54,24,0.54,0.55,0.545,2.0943951,2.1816616,2.1380283,0.5,1,0.5,88,4,4
z0p5,pass4,55,24,0.55,0.56,0.555,2.0943951,2.1816616,2.1380283,1.75,2,0.25,88,4,4
z0p5,pass4,56,24,0.56,0.57,0.565,2.0943951,2.1816616,2.1380283,0,0,0,88,4,4
z0p5,pass4,57,24,0.57,0.58,0.575,2.0943951,2.1816616,2.1380283,-0.5,0,0.5,88,4,4
z0p5,pass4,58,24,0.58,0.59,0.585,2.0943951,2.1816616,2.1380283,2,2,0,88,4,4
z0p5,pass4,59,24,0.59,0.6,0.595,2.0943951,2.1816616,2.1380283,2,2,0,88,4,4
z0p5,pass4,0,25,0,0.01,0.005,2.1816616,2.268928,2.2252948,0.25,2,1.75,88,4,4
z0p5,pass4,1,25,0.01,0.02,0.015,2.1816616,2.268928,2.2252948,12.25,15,2.75,88,4,4
z0p5,pass4,2,25,0.02,0.03,0.025,2.1816616,2.268928,2.2252948,10.75,17,6.25,88,4,4
z0p5,pass4,3,25,0.03,0.04,0.035,2.1816616,2.268928,2.2252948,28.75,44,15.25,88,4,4
z0p5,pass4,4,25,0.04,0.05,0.045,2.1816616,2.268928,2.2252948,49.5,74,24.5,88,4,4
z0p5,pass4,5,25,0.05,0.06,0.055,2.1816616,2.268928,2.2252948,55.25,91,35.75,88,4,4
z0p5,pass4,6,25,0.06,0.07,0.065,2.1816616,2.268928,2.2252948,78,116,38,88,4,4
z0p5,pass4,7,25,0.07,0.08,0.075,2.1816616,2.268928,2.2252948,80.25,138,57.75,88,4,4
z0p5,pass4,8,25,0.08,0.09,0.085,2.1816616,2.268928,2.2252948,110.75,173,62.25,88,4,4
z0p5,pass4,9,25,0.09,0.1,0.095,2.1816616,2.268928,2.2252948,95,171,76,88,4,4
z0p5,pass4,10,25,0.1,0.11,0.105,2.1816616,2.268928,2.2252948,146.5,225,78.5,88,4,4
z0p5,pass4,11,25,0.11,0.12,0.115,2.1816616,2.268928,2.2252948,179,263,84,88,4,4
z0p5,pass4,12,25,0.12,0.13,0.125,2.1816616,2.268928,2.2252948,180.25,277,96.75,88,4,4
z0p5,pass4,13,25,0.13,0.14,0.135,2.1816616,2.268928,2.2252948,195.5,290,94.5,88,4,4
z0p5,pass4,14,25,0.14,0.15,0.145,2.1816616,2.268928,2.2252948,180,276,96,88,4,4
z0p5,pass4,15,25,0.15,0.16,0.155,2.1816616,2.268928,2.2252948,208.5,300,91.5,88,4,4
z0p5,pass4,16,25,0.16,0.17,0.165,2.1816616,2.268928,2.2252948,197.75,287,89.25,88,4,4
z0p5,pass4,17,25,0.17,0.18,0.175,2.1816616,2.268928,2.2252948,180.75,265,84.25,88,4,4
z0p5,pass4,18,25,0.18,0.19,0.185,2.1816616,2.268928,2.2252948,184.5,261,76.5,88,4,4
z0p5,pass4,19,25,0.19,0.2,0.195,2.1816616,2.268928,2.2252948,159.75,222,62.25,88,4,4
z0p5,pass4,20,25,0.2,0.21,0.205,2.1816616,2.268928,2.2252948,150,206,56,88,4,4
z0p5,pass4,21,25,0.21,0.22,0.215,2.1816616,2.268928,2.2252948,106.25,156,49.75,88,4,4
z0p5,pass4,22,25,0.22,0.23,0.225,2.1816616,2.268928,2.2252948,70.5,111,40.5,88,4,4
z0p5,pass4,23,25,0.23,0.24,0.235,2.1816616,2.268928,2.2252948,85.75,113,27.25,88,4,4
z0p5,pass4,24,25,0.24,0.25,0.245,2.1816616,2.268928,2.2252948,62.25,81,18.75,88,4,4
z0p5,pass4,25,25,0.25,0.26,0.255,2.1816616,2.268928,2.2252948,31.5,50,18.5,88,4,4
z0p5,pass4,26,25,0.26,0.27,0.265,2.1816616,2.268928,2.2252948,30,38,8,88,4,4
z0p5,pass4,27,25,0.27,0.28,0.275,2.1816616,2.268928,2.2252948,30.5,36,5.5,88,4,4
z0p5,pass4,28,25,0.28,0.29,0.285,2.1816616,2.268928,2.2252948,19.5,25,5.5,88,4,4
z0p5,pass4,29,25,0.29,0.3,0.295,2.1816616,2.268928,2.2252948,12.5,14,1.5,88,4,4
z0p5,pass4,30,25,0.3,0.31,0.305,2.1816616,2.268928,2.2252948,17.25,19,1.75,88,4,4
z0p5,pass4,31,25,0.31,0.32,0.315,2.1816616,2.268928,2.2252948,7,9,2,88,4,4
z0p5,pass4,32,25,0.32,0.33,0.325,2.1816616,2.268928,2.2252948,5.5,7,1.5,88,4,4
z0p5,pass4,33,25,0.33,0.34,0.335,2.1816616,2.268928,2.2252948,7.25,8,0.75,88,4,4
z0p5,pass4,34,25,0.34,0.35,0.345,2.1816616,2.268928,2.2252948,2.25,5,2.75,88,4,4
z0p5,pass4,35,25,0.35,0.36,0.355,2.1816616,2.268928,2.2252948,3.5,6,2.5,88,4,4
z0p5,pass4,36,25,0.36,0.37,0.365,2.1816616,2.268928,2.2252948,1.5,2,0.5,88,4,4
z0p5,pass4,37,25,0.37,0.38,0.375,2.1816616,2.268928,2.2252948,1.25,2,0.75,88,4,4
z0p5,pass4,38,25,0.38,0.39,0.385,2.1816616,2.268928,2.2252948,1,2,1,88,4,4
z0p5,pass4,39,25,0.39,0.4,0.395,2.1816616,2.268928,2.2252948,0.25,1,0.75,88,4,4
z0p5,pass4,40,25,0.4,0.41,0.405,2.1816616,2.268928,2.2252948,0.5,1,0.5,88,4,4
z0p5,pass4,41,25,0.41,0.42,0.415,2.1816616,2.268928,2.2252948,0.75,2,1.25,88,4,4
z0p5,pass4,42,25,0.42,0.43,0.425,2.1816616,2.268928,2.2252948,1.5,2,0.5,88,4,4
z0p5,pass4,43,25,0.43,0.44,0.435,2.1816616,2.268928,2.2252948,0.5,1,0.5,88,4,4
z0p5,pass4,44,25,0.44,0.45,0.445,2.1816616,2.268928,2.2252948,5,5,0,88,4,4
z0p5,pass4,45,25,0.45,0.46,0.455,2.1816616,2.268928,2.2252948,1,1,0,88,4,4
z0p5,pass4,46,25,0.46,0.47,0.465,2.1816616,2.268928,2.2252948,0,1,1,88,4,4
z0p5,pass4,47,25,0.47,0.48,0.475,2.1816616,2.268928,2.2252948,0,0,0,88,4,4
z0p5,pass4,48,25,0.48,0.49,0.485,2.1816616,2.268928,2.2252948,0.5,1,0.5,88,4,4
z0p5,pass4,49,25,0.49,0.5,0.495,2.1816616,2.268928,2.2252948,1,1,0,88,4,4
z0p5,pass4,50,25,0.5,0.51,0.505,2.1816616,2.268928,2.2252948,0.5,1,0.5,88,4,4
z0p5,pass4,51,25,0.51,0.52,0.515,2.1816616,2.268928,2.2252948,1,1,0,88,4,4
z0p5,pass4,52,25,0.52,0.53,0.525,2.1816616,2.268928,2.2252948,0,0,0,88,4,4
z0p5,pass4,53,25,0.53,0.54,0.535,2.1816616,2.268928,2.2252948,1,1,0,88,4,4
z0p5,pass4,54,25,0.54,0.55,0.545,2.1816616,2.268928,2.2252948,0.75,1,0.25,88,4,4
z0p5,pass4,55,25,0.55,0.56,0.555,2.1816616,2.268928,2.2252948,2,2,0,88,4,4
z0p5,pass4,56,25,0.56,0.57,0.565,2.1816616,2.268928,2.2252948,2.5,3,0.5,88,4,4
z0p5,pass4,57,25,0.57,0.58,0.575,2.1816616,2.268928,2.2252948,1,1,0,88,4,4
z0p5,pass4,58,25,0.58,0.59,0.585,2.1816616,2.268928,2.2252948,0.75,1,0.25,88,4,4
z0p5,pass4,59,25,0.59,0.6,0.595,2.1816616,2.268928,2.2252948,-0.5,0,0.5,88,4,4
z0p5,pass4,0,26,0,0.01,0.005,2.268928,2.3561945,2.3125613,2.75,5,2.25,88,4,4
z0p5,pass4,1,26,0.01,0.02,0.015,2.268928,2.3561945,2.3125613,5.5,10,4.5,88,4,4
z0p5,pass4,2,26,0.02,0.03,0.025,2.268928,2.3561945,2.3125613,19.5,26,6.5,88,4,4
z0p5,pass4,3,26,0.03,0.04,0.035,2.268928,2.3561945,2.3125613,26.25,43,16.75,88,4,4
z0p5,pass4,4,26,0.04,0.05,0.045,2.268928,2.3561945,2.3125613,31.25,56,24.75,88,4,4
z0p5,pass4,5,26,0.05,0.06,0.055,2.268928,2.3561945,2.3125613,65.5,99,33.5,88,4,4
z0p5,pass4,6,26,0.06,0.07,0.065,2.268928,2.3561945,2.3125613,68,113,45,88,4,4
z0p5,pass4,7,26,0.07,0.08,0.075,2.268928,2.3561945,2.3125613,93.25,156,62.75,88,4,4
z0p5,pass4,8,26,0.08,0.09,0.085,2.268928,2.3561945,2.3125613,100,168,68,88,4,4
z0p5,pass4,9,26,0.09,0.1,0.095,2.268928,2.3561945,2.3125613,113,197,84,88,4,4
z0p5,pass4,10,26,0.1,0.11,0.105,2.268928,2.3561945,2.3125613,157.5,246,88.5,88,4,4
z0p5,pass4,11,26,0.11,0.12,0.115,2.268928,2.3561945,2.3125613,167.75,257,89.25,88,4,4
z0p5,pass4,12,26,0.12,0.13,0.125,2.268928,2.3561945,2.3125613,162.5,266,103.5,88,4,4
z0p5,pass4,13,26,0.13,0.14,0.135,2.268928,2.3561945,2.3125613,210.5,316,105.5,88,4,4
z0p5,pass4,14,26,0.14,0.15,0.145,2.268928,2.3561945,2.3125613,198,299,101,88,4,4
z0p5,pass4,15,26,0.15,0.16,0.155,2.268928,2.3561945,2.3125613,192,286,94,88,4,4
z0p5,pass4,16,26,0.16,0.17,0.165,2.268928,2.3561945,2.3125613,209.5,311,101.5,88,4,4
z0p5,pass4,17,26,0.17,0.18,0.175,2.268928,2.3561945,2.3125613,225.25,309,83.75,88,4,4
z0p5,pass4,18,26,0.18,0.19,0.185,2.268928,2.3561945,2.3125613,180.75,262,81.25,88,4,4
z0p5,pass4,19,26,0.19,0.2,0.195,2.268928,2.3561945,2.3125613,194.5,262,67.5,88,4,4
z0p5,pass4,20,26,0.2,0.21,0.205,2.268928,2.3561945,2.3125613,145.5,207,61.5,88,4,4
z0p5,pass4,21,26,0.21,0.22,0.215,2.268928,2.3561945,2.3125613,129.25,180,50.75,88,4,4
z0p5,pass4,22,26,0.22,0.23,0.225,2.268928,2.3561945,2.3125613,107.25,145,37.75,88,4,4
z0p5,pass4,23,26,0.23,0.24,0.235,2.268928,2.3561945,2.3125613,96.25,129,32.75,88,4,4
z0p5,pass4,24,26,0.24,0.25,0.245,2.268928,2.3561945,2.3125613,65.5,85,19.5,88,4,4
z0p5,pass4,25,26,0.25,0.26,0.255,2.268928,2.3561945,2.3125613,52.75,75,22.25,88,4,4
z0p5,pass4,26,26,0.26,0.27,0.265,2.268928,2.3561945,2.3125613,55,69,14,88,4,4
z0p5,pass4,27,26,0.27,0.28,0.275,2.268928,2.3561945,2.3125613,30.5,38,7.5,88,4,4
z0p5,pass4,28,26,0.28,0.29,0.285,2.268928,2.3561945,2.3125613,20.5,26,5.5,88,4,4
z0p5,pass4,29,26,0.29,0.3,0.295,2.268928,2.3561945,2.3125613,17.25,20,2.75,88,4,4
z0p5,pass4,30,26,0.3,0.31,0.305,2.268928,2.3561945,2.3125613,7.75,10,2.25,88,4,4
z0p5,pass4,31,26,0.31,0.32,0.315,2.268928,2.3561945,2.3125613,1.75,3,1.25,88,4,4
z0p5,pass4,32,26,0.32,0.33,0.325,2.268928,2.3561945,2.3125613,6,8,2,88,4,4
z0p5,pass4,33,26,0.33,0.34,0.335,2.268928,2.3561945,2.3125613,1,2,1,88,4,4
z0p5,pass4,34,26,0.34,0.35,0.345,2.268928,2.3561945,2.3125613,7,8,1,88,4,4
z0p5,pass4,35,26,0.35,0.36,0.355,2.268928,2.3561945,2.3125613,6,7,1,88,4,4
z0p5,pass4,36,26,0.36,0.37,0.365,2.268928,2.3561945,2.3125613,2.25,3,0.75,88,4,4
z0p5,pass4,37,26,0.37,0.38,0.375,2.268928,2.3561945,2.3125613,3.5,4,0.5,88,4,4
z0p5,pass4,38,26,0.38,0.39,0.385,2.268928,2.3561945,2.3125613,1.5,2,0.5,88,4,4
z0p5,pass4,39,26,0.39,0.4,0.395,2.268928,2.3561945,2.3125613,1.5,2,0.5,88,4,4
z0p5,pass4,40,26,0.4,0.41,0.405,2.268928,2.3561945,2.3125613,0.5,1,0.5,88,4,4
z0p5,pass4,41,26,0.41,0.42,0.415,2.268928,2.3561945,2.3125613,0.5,1,0.5,88,4,4
z0p5,pass4,42,26,0.42,0.43,0.425,2.268928,2.3561945,2.3125613,3.75,4,0.25,88,4,4
z0p5,pass4,43,26,0.43,0.44,0.435,2.268928,2.3561945,2.3125613,3,3,0,88,4,4
z0p5,pass4,44,26,0.44,0.45,0.445,2.268928,2.3561945,2.3125613,-0.75,0,0.75,88,4,4
z0p5,pass4,45,26,0.45,0.46,0.455,2.268928,2.3561945,2.3125613,2.5,3,0.5,88,4,4
z0p5,pass4,46,26,0.46,0.47,0.465,2.268928,2.3561945,2.3125613,5.75,6,0.25,88,4,4
z0p5,pass4,47,26,0.47,0.48,0.475,2.268928,2.3561945,2.3125613,0.5,1,0.5,88,4,4
z0p5,pass4,48,26,0.48,0.49,0.485,2.268928,2.3561945,2.3125613,0.75,1,0.25,88,4,4
z0p5,pass4,49,26,0.49,0.5,0.495,2.268928,2.3561945,2.3125613,-0.5,0,0.5,88,4,4
z0p5,pass4,50,26,0.5,0.51,0.505,2.268928,2.3561945,2.3125613,0,0,0,88,4,4
z0p5,pass4,51,26,0.51,0.52,0.515,2.268928,2.3561945,2.3125613,-1,0,1,88,4,4
z0p5,pass4,52,26,0.52,0.53,0.525,2.268928,2.3561945,2.3125613,-0.25,0,0.25,88,4,4
z0p5,pass4,53,26,0.53,0.54,0.535,2.268928,2.3561945,2.3125613,1.75,2,0.25,88,4,4
z0p5,pass4,54,26,0.54,0.55,0.545,2.268928,2.3561945,2.3125613,1,1,0,88,4,4
z0p5,pass4,55,26,0.55,0.56,0.555,2.268928,2.3561945,2.3125613,0.75,1,0.25,88,4,4
z0p5,pass4,56,26,0.56,0.57,0.565,2.268928,2.3561945,2.3125613,0.75,1,0.25,88,4,4
z0p5,pass4,57,26,0.57,0.58,0.575,2.268928,2.3561945,2.3125613,0,0,0,88,4,4
z0p5,pass4,58,26,0.58,0.59,0.585,2.268928,2.3561945,2.3125613,-0.25,0,0.25,88,4,4
z0p5,pass4,59,26,0.59,0.6,0.595,2.268928,2.3561945,2.3125613,0.75,1,0.25,88,4,4
z0p5,pass4,0,27,0,0.01,0.005,2.3561945,2.443461,2.3998277,-0.75,1,1.75,88,4,4
z0p5,pass4,1,27,0.01,0.02,0.015,2.3561945,2.443461,2.3998277,9.25,13,3.75,88,4,4
z0p5,pass4,2,27,0.02,0.03,0.025,2.3561945,2.443461,2.3998277,21,33,12,88,4,4
z0p5,pass4,3,27,0.03,0.04,0.035,2.3561945,2.443461,2.3998277,31,50,19,88,4,4
z0p5,pass4,4,27,0.04,0.05,0.045,2.3561945,2.443461,2.3998277,25,54,29,88,4,4
z0p5,pass4,5,27,0.05,0.06,0.055,2.3561945,2.443461,2.3998277,66.75,107,40.25,88,4,4
z0p5,pass4,6,27,0.06,0.07,0.065,2.3561945,2.443461,2.3998277,96.25,145,48.75,88,4,4
z0p5,pass4,7,27,0.07,0.08,0.075,2.3561945,2.443461,2.3998277,78.25,133,54.75,88,4,4
z0p5,pass4,8,27,0.08,0.09,0.085,2.3561945,2.443461,2.3998277,146.25,209,62.75,88,4,4
z0p5,pass4,9,27,0.09,0.1,0.095,2.3561945,2.443461,2.3998277,151.25,233,81.75,88,4,4
z0p5,pass4,10,27,0.1,0.11,0.105,2.3561945,2.443461,2.3998277,172.5,256,83.5,88,4,4
z0p5,pass4,11,27,0.11,0.12,0.115,2.3561945,2.443461,2.3998277,158,269,111,88,4,4
z0p5,pass4,12,27,0.12,0.13,0.125,2.3561945,2.443461,2.3998277,215,314,99,88,4,4
z0p5,pass4,13,27,0.13,0.14,0.135,2.3561945,2.443461,2.3998277,249.5,344,94.5,88,4,4
z0p5,pass4,14,27,0.14,0.15,0.145,2.3561945,2.443461,2.3998277,212,324,112,88,4,4
z0p5,pass4,15,27,0.15,0.16,0.155,2.3561945,2.443461,2.3998277,213.5,315,101.5,88,4,4
z0p5,pass4,16,27,0.16,0.17,0.165,2.3561945,2.443461,2.3998277,202.5,309,106.5,88,4,4
z0p5,pass4,17,27,0.17,0.18,0.175,2.3561945,2.443461,2.3998277,199,289,90,88,4,4
z0p5,pass4,18,27,0.18,0.19,0.185,2.3561945,2.443461,2.3998277,218,304,86,88,4,4
z0p5,pass4,19,27,0.19,0.2,0.195,2.3561945,2.443461,2.3998277,224.25,300,75.75,88,4,4
z0p5,pass4,20,27,0.2,0.21,0.205,2.3561945,2.443461,2.3998277,184.5,251,66.5,88,4,4
z0p5,pass4,21,27,0.21,0.22,0.215,2.3561945,2.443461,2.3998277,164.5,222,57.5,88,4,4
z0p5,pass4,22,27,0.22,0.23,0.225,2.3561945,2.443461,2.3998277,116.75,163,46.25,88,4,4
z0p5,pass4,23,27,0.23,0.24,0.235,2.3561945,2.443461,2.3998277,106.5,138,31.5,88,4,4
z0p5,pass4,24,27,0.24,0.25,0.245,2.3561945,2.443461,2.3998277,83.75,106,22.25,88,4,4
z0p5,pass4,25,27,0.25,0.26,0.255,2.3561945,2.443461,2.3998277,61,83,22,88,4,4
z0p5,pass4,26,27,0.26,0.27,0.265,2.3561945,2.443461,2.3998277,53,69,16,88,4,4
