run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24611,signal,LD2,PI+SIDIS,6.742,0.998,1.0,99.9544,35.7237,1.011613,-1.0,1.0,ps6,1.0
24612,signal,LD2,PI+SIDIS,70.301,0.9986,1.0,99.9539,34.1491,1.013485,-1.0,1.0,ps6,1.0
24613,signal,LD2,PI+SIDIS,69.064,0.9984,1.0,99.9541,34.9668,1.013193,-1.0,1.0,ps6,1.0
24614,signal,LD2,PI+SIDIS,65.743,0.9985,1.0,99.9544,32.655,1.012668,-1.0,1.0,ps6,1.0
24615,signal,LD2,PI+SIDIS,67.58,0.9985,1.0,99.9539,31.8433,1.013459,-1.0,1.0,ps6,1.0
24616,signal,LD2,PI+SIDIS,67.366,0.9985,1.0,99.9537,31.9239,1.01378,-1.0,1.0,ps6,1.0
24617,signal,LD2,PI+SIDIS,68.907,0.9986,1.0,99.9537,31.0123,1.013787,-1.0,1.0,ps6,1.0
24618,signal,LD2,PI+SIDIS,60.845,0.9986,1.0,99.954,32.7767,1.01362,-1.0,1.0,ps6,1.0
24619,signal,LD2,PI+SIDIS,21.792,0.9984,1.0,99.9734,31.9693,1.008928,-1.0,1.0,ps6,1.0
24620,signal,LD2,PI+SIDIS,2.895,0.9997,1.0,99.9684,31.77,1.009661,-1.0,1.0,ps6,1.0
24621,signal,LD2,PI+SIDIS,46.121,0.9983,1.0,99.9687,32.2205,1.00948,-1.0,1.0,ps6,1.0
24622,signal,LD2,PI+SIDIS,22.255,0.999,1.0,99.9849,30.3504,1.004472,-1.0,1.0,ps6,1.0
24666,signal,LD2,PI+SIDIS,92.73,0.9985,1.0,99.9532,33.4335,1.014314,-1.0,1.0,ps6,1.0
24667,signal,LD2,PI+SIDIS,61.787,0.9983,1.0,99.9543,33.4593,1.013289,-1.0,1.0,ps6,1.0
24668,signal,LD2,PI+SIDIS,71.532,0.9984,1.0,99.9535,33.5343,1.013824,-1.0,1.0,ps6,1.0
24669,signal,LD2,PI+SIDIS,72.392,0.9983,1.0,99.9537,33.4758,1.013589,-1.0,1.0,ps6,1.0
24670,signal,LD2,PI+SIDIS,65.961,0.9984,1.0,99.9545,33.4772,1.012591,-1.0,1.0,ps6,1.0
24671,signal,LD2,PI+SIDIS,69.31,0.9982,1.0,99.9537,33.4234,1.013986,-1.0,1.0,ps6,1.0
24672,signal,LD2,PI+SIDIS,62.581,0.9986,1.0,99.9685,33.4308,1.009601,-1.0,1.0,ps6,1.0
24673,signal,LD2,PI+SIDIS,25.881,0.9984,1.0,99.9837,33.4111,1.004892,-1.0,1.0,ps6,1.0
24641,dummy,Dummy,PI+SIDIS,53.139,0.9987,1.0,99.985,33.1467,1.0,-1.0,1.0,ps6,1.0
24642,dummy,Dummy,PI+SIDIS,72.985,0.9986,1.0,99.9844,33.3574,1.0,-1.0,1.0,ps6,1.0
24643,dummy,Dummy,PI+SIDIS,56.812,0.999,1.0,99.9848,33.447,1.0,-1.0,1.0,ps6,1.0
24684,dummy,Dummy,PI+SIDIS,65.076,0.9986,1.0,99.9847,34.5043,1.0,-1.0,1.0,ps6,1.0
24685,dummy,Dummy,PI+SIDIS,72.658,0.9982,1.0,99.9846,33.663,1.0,-1.0,1.0,ps6,1.0
24686,dummy,Dummy,PI+SIDIS,69.753,0.9985,1.0,99.9846,33.7695,1.0,-1.0,1.0,ps6,1.0
