category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,25181,1120.97,1067.983,926.529,781.853,50,0.0560485,0.05339915,0.04632645,0.03909265,0.9439515,0.94660085,0.95367355,0.96090735,0.986738586861,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25181_-1.report",OK
signal,25182,1067.809,1017.923,883.137,745.237,50,0.05339045,0.05089615,0.04415685,0.03726185,0.94660955,0.94910385,0.95584315,0.96273815,0.987918641564,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25182_-1.report",OK
signal,25183,1126.288,1069.071,927.362,782.947,50,0.0563144,0.05345355,0.0463681,0.03914735,0.9436856,0.94654645,0.9536319,0.96085265,0.986684696246,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25183_-1.report",OK
signal,25184,619.541,588.41,509.628,426.064,50,0.03097705,0.0294205,0.0254814,0.0213032,0.96902295,0.9705795,0.9745186,0.9786968,0.995869492072,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25184_-1.report",OK
signal,25185,607.85,580.512,502.702,420.208,50,0.0303925,0.0290256,0.0251351,0.0210104,0.9696075,0.9709744,0.9748649,0.9789896,0.995990638109,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25185_-1.report",OK
signal,25187,616.475,588.754,509.768,425.994,50,0.03082375,0.0294377,0.0254884,0.0212997,0.96917625,0.9705623,0.9745116,0.9787003,0.995879068349,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25187_-1.report",OK
signal,25203,1039.058,984.611,854.001,719.837,50,0.0519529,0.04923055,0.04270005,0.03599185,0.9480471,0.95076945,0.95729995,0.96400815,0.988644910278,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25203_-1.report",OK
signal,25204,549.122,524.52,454.377,379.596,50,0.0274561,0.026226,0.02271885,0.0189798,0.9725439,0.973774,0.97728115,0.9810202,0.996715681247,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25204_-1.report",OK
dummy,25189,754.341,717.375,625.073,514.204,50,0.03771705,0.03586875,0.03125365,0.0257102,0.96228295,0.96413125,0.96874635,0.9742898,0.9939209938,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25189_-1.report",OK
dummy,25190,758.571,721.591,628.773,517.192,50,0.03792855,0.03607955,0.03143865,0.0258596,0.96207145,0.96392045,0.96856135,0.9741404,0.993851846689,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25190_-1.report",OK
