category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25181,47.163,85.176,25.5512,0.270797,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25181_-1.root",OK
signal,25182,44.808,80.477,25.0503,0.292412,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25182_-1.root",OK
signal,25183,47.043,84.784,25.1763,0.311734,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25183_-1.root",OK
signal,25184,25.059,42.939,26.4381,0.343108,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25184_-1.root",OK
signal,25185,24.653,42.158,26.5524,0.350432,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25185_-1.root",OK
signal,25187,25.082,42.917,25.8551,0.345602,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25187_-1.root",OK
signal,25203,43.508,77.331,25.4584,0.234122,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25203_-1.root",OK
signal,25204,22.278,37.932,26.6187,0.338032,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25204_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-4.52215806286
# FIT_aerr,0.366179963159
# FIT_b,1.89521686625
# FIT_berr,0.0100129766157
# FIT_b_over_berr,189.276070342
# FIT_chi2,0.558026227929
# FIT_ndf,6
# FIT_chi2ndf,0.0930043713216
# FIT_prob,0.99705906136
