category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,25181,47.421,27.1644,0.287855,31.742,589.268,621.01,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25181_-1.root",OK
signal,25182,45.137,26.6441,0.310433,30.225,561.325,591.55,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25182_-1.root",OK
signal,25183,47.445,29.2489,0.361769,31.77,590.132,621.902,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25183_-1.root",OK
signal,25184,25.139,29.8098,0.388336,17.052,319.572,336.624,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25184_-1.root",OK
signal,25185,24.787,27.77,0.365219,16.816,314.962,331.778,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25185_-1.root",OK
signal,25187,25.162,26.9588,0.360111,17.053,319.427,336.48,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25187_-1.root",OK
signal,25203,43.626,26.8862,0.24757,29.114,541.95,571.064,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25203_-1.root",OK
signal,25204,22.351,27.7973,0.351989,15.16,284.205,299.365,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25204_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,27.5784098576
# FIT_Cerr,0.114472798121
# FIT_chi2,76.9057063245
# FIT_ndf,7
# FIT_chi2ndf,10.9865294749
# FIT_prob,5.878751225e-14
