category,run,ctime_raw_withstart,ctime_good_withstart,coinc_blocking_ratio,rootfile,status
signal,23980,110022,104728,0.951882,"./Pass0p1_ROOTfiles/coin_replay_production_23980_-1.root",OK
signal,23992,302452,287206,0.949592,"./Pass0p1_ROOTfiles/coin_replay_production_23992_-1.root",OK
signal,23993,361605,343403,0.949663,"./Pass0p1_ROOTfiles/coin_replay_production_23993_-1.root",OK
signal,23994,424904,403180,0.948873,"./Pass0p1_ROOTfiles/coin_replay_production_23994_-1.root",OK
signal,23995,275940,262098,0.949837,"./Pass0p1_ROOTfiles/coin_replay_production_23995_-1.root",OK
signal,23996,195951,186712,0.95285,"./Pass0p1_ROOTfiles/coin_replay_production_23996_-1.root",OK
signal,23998,91926,87721,0.954257,"./Pass0p1_ROOTfiles/coin_replay_production_23998_-1.root",OK
signal,24019,336184,320295,0.952737,"./Pass0p1_ROOTfiles/coin_replay_production_24019_-1.root",OK
signal,24020,299632,285474,0.952749,"./Pass0p1_ROOTfiles/coin_replay_production_24020_-1.root",OK
signal,24021,343658,327298,0.952395,"./Pass0p1_ROOTfiles/coin_replay_production_24021_-1.root",OK
signal,24022,347863,331625,0.953321,"./Pass0p1_ROOTfiles/coin_replay_production_24022_-1.root",OK
signal,24023,39372,37662,0.956568,"./Pass0p1_ROOTfiles/coin_replay_production_24023_-1.root",OK
signal,24024,182327,174490,0.957017,"./Pass0p1_ROOTfiles/coin_replay_production_24024_-1.root",OK
signal,24026,102423,98243,0.959189,"./Pass0p1_ROOTfiles/coin_replay_production_24026_-1.root",OK
signal,24060,303025,289466,0.955255,"./Pass0p1_ROOTfiles/coin_replay_production_24060_-1.root",OK
signal,24061,365678,349516,0.955803,"./Pass0p1_ROOTfiles/coin_replay_production_24061_-1.root",OK
signal,24062,350291,335229,0.957001,"./Pass0p1_ROOTfiles/coin_replay_production_24062_-1.root",OK
signal,24063,305811,292885,0.957732,"./Pass0p1_ROOTfiles/coin_replay_production_24063_-1.root",OK
signal,24064,170143,163458,0.96071,"./Pass0p1_ROOTfiles/coin_replay_production_24064_-1.root",OK
signal,24065,90834,87258,0.960631,"./Pass0p1_ROOTfiles/coin_replay_production_24065_-1.root",OK
positron,24583,266712,253012,0.948634,"./Pass0p1_ROOTfiles/coin_replay_production_24583_-1.root",OK
dummy,23981,179582,170929,0.951816,"./Pass0p1_ROOTfiles/coin_replay_production_23981_-1.root",OK
dummy,23999,162870,154388,0.947922,"./Pass0p1_ROOTfiles/coin_replay_production_23999_-1.root",OK
dummy,24032,175890,167172,0.950435,"./Pass0p1_ROOTfiles/coin_replay_production_24032_-1.root",OK
dummy,24066,139193,133322,0.957821,"./Pass0p1_ROOTfiles/coin_replay_production_24066_-1.root",OK
dummy,24084,154729,148300,0.95845,"./Pass0p1_ROOTfiles/coin_replay_production_24084_-1.root",OK
dummy,24085,162336,155566,0.958296,"./Pass0p1_ROOTfiles/coin_replay_production_24085_-1.root",OK
dummy,24086,166119,159232,0.958542,"./Pass0p1_ROOTfiles/coin_replay_production_24086_-1.root",OK
positron_dummy,24585,109263,103924,0.951136,"./Pass0p1_ROOTfiles/coin_replay_production_24585_-1.root",OK
positron_dummy,24587,81059,76801,0.94747,"./Pass0p1_ROOTfiles/coin_replay_production_24587_-1.root",OK
