category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,23980,1317.485,1240.684,1123.577,1052.512,50,0.06587425,0.0620342,0.05617885,0.0526256,0.93412575,0.9379658,0.94382115,0.9473744,0.980649403253,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23980_-1.report",OK
signal,23992,1371.393,1293.759,1171.333,1096.008,50,0.06856965,0.06468795,0.05856665,0.0548004,0.93143035,0.93531205,0.94143335,0.9451996,0.979066247611,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23992_-1.report",OK
signal,23993,1399.492,1320.359,1195.635,1119.108,50,0.0699746,0.06601795,0.05978175,0.0559554,0.9300254,0.93398205,0.94021825,0.9440446,0.978228693947,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23993_-1.report",OK
signal,23994,1395.393,1316.814,1192.601,1116.052,50,0.06976965,0.0658407,0.05963005,0.0558026,0.93023035,0.9341593,0.94036995,0.9441974,0.978342098907,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23994_-1.report",OK
signal,23995,1384.11,1306.502,1183.216,1107.167,50,0.0692055,0.0653251,0.0591608,0.05535835,0.9307945,0.9346749,0.9408392,0.94464165,0.978669988108,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23995_-1.report",OK
signal,23996,1002.392,945.946,855.567,794.025,50,0.0501196,0.0472973,0.04277835,0.03970125,0.9498804,0.9527027,0.95722165,0.96029875,0.988606075505,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23996_-1.report",OK
signal,23998,722.587,681.792,616.301,568.879,50,0.03612935,0.0340896,0.03081505,0.02844395,0.96387065,0.9659104,0.96918495,0.97155605,0.993996584811,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23998_-1.report",OK
signal,24019,1401.374,1325.668,1200.765,1118.185,50,0.0700687,0.0662834,0.06003825,0.05590925,0.9299313,0.9337166,0.93996175,0.94409075,0.978134855918,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24019_-1.report",OK
signal,24020,1395.587,1319.653,1195.992,1114.363,50,0.06977935,0.06598265,0.0597996,0.05571815,0.93022065,0.93401735,0.9402004,0.94428185,0.978303343767,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24020_-1.report",OK
signal,24021,1396.191,1320.941,1196.633,1114.927,50,0.06980955,0.06604705,0.05983165,0.05574635,0.93019045,0.93395295,0.94016835,0.94425365,0.978277784811,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24021_-1.report",OK
signal,24022,1406.718,1330.158,1205.497,1123.09,50,0.0703359,0.0665079,0.06027485,0.0561545,0.9296641,0.9334921,0.93972515,0.9438455,0.977972908012,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24022_-1.report",OK
signal,24023,1027.853,972.351,879.701,813.986,50,0.05139265,0.04861755,0.04398505,0.0406993,0.94860735,0.95138245,0.95601495,0.9593007,0.988009787854,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24023_-1.report",OK
