category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,yield_no_CB_corr,yield_no_CB_corr_err,yield_CB_corr,yield_CB_corr_err,yield_no_hodo3of4_corr,yield_no_hodo3of4_corr_err,yield_hodo3of4_corr,yield_hodo3of4_corr_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,coincidence_blocking_ratio,hodo3of4_LT,DPR_ns,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status,fit_included,fit_excluded_reason
signal,23980,18.732,63.075,3.59257,0.0942844,5.94699,0.338723,5.55129,0.316185,5.83191,0.332169,5.83191,0.332169,5.94699,0.338723,11.44,1,0.9997,0.951882,0.980649,50,1317.48,1240.68,1123.58,1052.51,1.00654,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23980_-1.root",OK,1,""
signal,23992,19.567,165.262,5.80136,0.0360156,5.95202,0.208939,5.53368,0.194254,5.82743,0.204565,5.82743,0.204565,5.95202,0.208939,30.075,1,0.9998,0.949592,0.979066,50,1371.39,1293.76,1171.33,1096.01,1.00683,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23992_-1.root",OK,1,""
signal,23993,19.984,198.637,6.36429,0.0301998,5.9988,0.1922,5.57281,0.178551,5.8682,0.188016,5.8682,0.188016,5.9988,0.1922,35.9,1,0.9998,0.949663,0.978229,50,1399.49,1320.36,1195.63,1119.11,1.00698,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23993_-1.root",OK,1,""
signal,23994,19.927,232.163,6.89113,0.0257728,5.98348,0.177604,5.5546,0.164874,5.85389,0.173757,5.85389,0.173757,5.98348,0.177604,42.1,1,0.9997,0.948873,0.978342,50,1395.39,1316.81,1192.6,1116.05,1.00696,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23994_-1.root",OK,1,""
signal,23995,19.766,150.975,5.54112,0.0395759,5.97498,0.219295,5.5542,0.203852,5.84753,0.214618,5.84753,0.214618,5.97498,0.219295,27.378,1,0.9997,0.949837,0.97867,50,1384.11,1306.5,1183.22,1107.17,1.0069,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23995_-1.root",OK,1,""
signal,23996,14.038,150.338,5.31271,0.0410235,6.16737,0.217946,5.80962,0.205304,6.0971,0.215463,6.0971,0.215463,6.16737,0.217946,26.012,1,0.9997,0.95285,0.988606,50,1002.39,945.946,855.567,794.025,1.0049,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23996_-1.root",OK,1,""
signal,23998,9.999,97.6125,4.15168,0.066087,6.45092,0.274372,6.11888,0.260249,6.41219,0.272725,6.41219,0.272725,6.45092,0.274372,16.01,1,0.9999,0.954257,0.993997,50,722.587,681.792,616.301,568.879,1.00349,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23998_-1.root",OK,1,""
signal,24019,20.064,184.65,6.08564,0.0328563,6.06691,0.199951,5.65378,0.186336,5.93425,0.195579,5.93425,0.195579,6.06691,0.199951,32.895,1,0.9998,0.952737,0.978135,50,1401.37,1325.67,1200.77,1118.18,1.00701,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24019_-1.root",OK,1,""
signal,24020,19.989,167.4,5.87399,0.0369655,6.18803,0.217135,5.76772,0.202387,6.05377,0.212424,6.05377,0.212424,6.18803,0.217135,29.235,1,0.9997,0.952749,0.978303,50,1395.59,1319.65,1195.99,1114.36,1.00698,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24020_-1.root",OK,1,""
signal,24021,19.999,178.912,6.09407,0.032307,5.78013,0.196881,5.38538,0.183435,5.65457,0.192604,5.65457,0.192604,5.78013,0.196881,33.464,1,0.9997,0.952395,0.978278,50,1396.19,1320.94,1196.63,1114.93,1.00699,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24021_-1.root",OK,1,""
signal,24022,20.148,186.225,6.19534,0.0318373,5.92891,0.197243,5.52765,0.183894,5.79831,0.192898,5.79831,0.192898,5.92891,0.197243,33.937,1,0.9997,0.953321,0.977973,50,1406.72,1330.16,1205.5,1123.09,1.00704,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24022_-1.root",OK,1,""
signal,24023,14.45,32.8125,2.47756,0.207823,6.8192,0.514893,6.44481,0.486625,6.73743,0.50872,6.73743,0.50872,6.8192,0.514893,5.117,1,1,0.956568,0.98801,50,1027.85,972.351,879.701,813.986,1.00505,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24023_-1.root",OK,1,""
signal,24024,14.118,134.513,5.02458,0.0444201,5.97505,0.223192,5.65262,0.211148,5.9065,0.220631,5.9065,0.220631,5.97505,0.223192,23.921,1,0.9997,0.957017,0.988527,50,1004.69,950.753,860.375,795.031,1.00493,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24024_-1.root",OK,1,""
signal,24026,10.067,98.1,4.21671,0.0596941,5.85599,0.251713,5.58294,0.239976,5.82048,0.250186,5.82048,0.250186,5.85599,0.251713,17.642,1,0.9995,0.959189,0.993935,50,725.307,686.594,620.491,570.649,1.00352,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24026_-1.root",OK,1,""
signal,24060,19.891,158.887,5.70974,0.0359115,5.70589,0.205045,5.33358,0.191666,5.58341,0.200644,5.58341,0.200644,5.70589,0.205045,30.003,1,0.9998,0.955255,0.978535,50,1387.58,1315.4,1190.02,1104.62,1.00695,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24060_-1.root",OK,1,""
signal,24061,20.425,195.45,6.32273,0.0301631,5.89537,0.190713,5.50776,0.178174,5.76245,0.186413,5.76245,0.186413,5.89537,0.190713,35.743,1,0.9999,0.955803,0.977453,50,1423.82,1349.27,1221.16,1133.57,1.00713,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24061_-1.root",OK,1,""
