category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25286,42.07,9.696,51.5116,0.385986,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25286_-1.root",OK
signal,25287,39.7,8.866,52.0736,0.40784,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25287_-1.root",OK
signal,25288,40.283,8.968,51.7966,0.490127,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25288_-1.root",OK
signal,25289,21.561,3.447,54.3214,0.514178,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25289_-1.root",OK
signal,25290,21.385,3.466,52.8539,0.522242,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25290_-1.root",OK
signal,25315,39.731,9.105,51.751,0.408596,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25315_-1.root",OK
signal,25316,20.308,3.247,56.0681,0.55287,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25316_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-2.89593478231
# FIT_aerr,0.154486152299
# FIT_b,0.298023193755
# FIT_berr,0.00460388319438
# FIT_b_over_berr,64.7330049811
# FIT_chi2,0.0685969660151
# FIT_ndf,5
# FIT_chi2ndf,0.013719393203
# FIT_prob,0.99993602903
