category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,25286,42.167,54.8749,0.41002,28.148,843.92,872.068,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25286_-1.root",OK
signal,25287,39.935,55.3384,0.432766,26.611,798.049,824.66,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25287_-1.root",OK
signal,25288,40.538,60.0033,0.566143,26.961,808.327,835.288,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25288_-1.root",OK
signal,25289,21.661,56.2674,0.532997,14.696,449.565,464.261,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25289_-1.root",OK
signal,25290,21.533,55.0117,0.542442,14.595,446.774,461.369,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25290_-1.root",OK
signal,25315,40.114,54.8443,0.432909,26.799,804.051,830.85,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25315_-1.root",OK
signal,25316,20.545,57.9618,0.572735,13.934,426.881,440.815,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25316_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,55.9886095493
# FIT_Cerr,0.183461007533
# FIT_chi2,82.2953302755
# FIT_ndf,6
# FIT_chi2ndf,13.7158883793
# FIT_prob,1.19827787746e-15
