category,run,ctime_raw_withstart,ctime_good_withstart,coinc_blocking_ratio,rootfile,status
signal,24097,17906,17116,0.955881,"./Pass0p1_ROOTfiles/coin_replay_production_24097_-1.root",OK
signal,24098,232600,223332,0.960155,"./Pass0p1_ROOTfiles/coin_replay_production_24098_-1.root",OK
signal,24099,245550,235246,0.958037,"./Pass0p1_ROOTfiles/coin_replay_production_24099_-1.root",OK
signal,24100,210693,201464,0.956197,"./Pass0p1_ROOTfiles/coin_replay_production_24100_-1.root",OK
signal,24101,243069,232935,0.958308,"./Pass0p1_ROOTfiles/coin_replay_production_24101_-1.root",OK
signal,24103,132897,127757,0.961323,"./Pass0p1_ROOTfiles/coin_replay_production_24103_-1.root",OK
signal,24104,322842,309016,0.957174,"./Pass0p1_ROOTfiles/coin_replay_production_24104_-1.root",OK
signal,24110,212818,203983,0.958486,"./Pass0p1_ROOTfiles/coin_replay_production_24110_-1.root",OK
signal,24111,222274,212619,0.956563,"./Pass0p1_ROOTfiles/coin_replay_production_24111_-1.root",OK
signal,24112,247158,235533,0.952965,"./Pass0p1_ROOTfiles/coin_replay_production_24112_-1.root",OK
signal,24113,112004,107473,0.959546,"./Pass0p1_ROOTfiles/coin_replay_production_24113_-1.root",OK
signal,24158,261457,250270,0.957213,"./Pass0p1_ROOTfiles/coin_replay_production_24158_-1.root",OK
signal,24159,248605,237837,0.956686,"./Pass0p1_ROOTfiles/coin_replay_production_24159_-1.root",OK
signal,24160,260384,249228,0.957156,"./Pass0p1_ROOTfiles/coin_replay_production_24160_-1.root",OK
signal,24161,242272,231994,0.957577,"./Pass0p1_ROOTfiles/coin_replay_production_24161_-1.root",OK
signal,24185,239432,228819,0.955674,"./Pass0p1_ROOTfiles/coin_replay_production_24185_-1.root",OK
positron,24591,507334,481820,0.94971,"./Pass0p1_ROOTfiles/coin_replay_production_24591_-1.root",OK
positron,24592,463132,438444,0.946693,"./Pass0p1_ROOTfiles/coin_replay_production_24592_-1.root",OK
dummy,24116,173455,165641,0.954951,"./Pass0p1_ROOTfiles/coin_replay_production_24116_-1.root",OK
dummy,24117,174883,166364,0.951287,"./Pass0p1_ROOTfiles/coin_replay_production_24117_-1.root",OK
dummy,24171,150116,142988,0.952517,"./Pass0p1_ROOTfiles/coin_replay_production_24171_-1.root",OK
dummy,24172,187568,178606,0.95222,"./Pass0p1_ROOTfiles/coin_replay_production_24172_-1.root",OK
positron_dummy,24595,291463,275314,0.944593,"./Pass0p1_ROOTfiles/coin_replay_production_24595_-1.root",OK
