category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24097,1320.356,1256.021,1166.402,1060.251,50,0.0660178,0.06280105,0.0583201,0.05301255,0.9339822,0.93719895,0.9416799,0.94698745,0.980101822507,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24097_-1.report",OK
signal,24098,1268.099,1204.994,1119.805,1016.453,50,0.06340495,0.0602497,0.05599025,0.05082265,0.93659505,0.9397503,0.94400975,0.94917735,0.981613589568,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24098_-1.report",OK
signal,24099,1263.872,1201.233,1116.701,1013.578,50,0.0631936,0.06006165,0.05583505,0.0506789,0.9368064,0.93993835,0.94416495,0.9493211,0.981720296212,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24099_-1.report",OK
signal,24100,1244.951,1182.476,1099.443,997.857,50,0.06224755,0.0591238,0.05497215,0.04989285,0.93775245,0.9408762,0.94502785,0.95010715,0.982256728647,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24100_-1.report",OK
signal,24101,1247.167,1184.673,1101.355,999.411,50,0.06235835,0.05923365,0.05506775,0.04997055,0.93764165,0.94076635,0.94493225,0.95002945,0.982197359901,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24101_-1.report",OK
signal,24103,920.8,874.668,812.732,734.423,50,0.04604,0.0437334,0.0406366,0.03672115,0.95396,0.9562666,0.9593634,0.96327885,0.990120050899,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24103_-1.report",OK
signal,24104,1263.852,1200.924,1116.365,1013.047,50,0.0631926,0.0600462,0.05581825,0.05065235,0.9368074,0.9399538,0.94418175,0.94934765,0.981729577913,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24104_-1.report",OK
signal,24110,1260.002,1195.073,1110.245,1004.347,50,0.0630001,0.05975365,0.05551225,0.05021735,0.9369999,0.94024635,0.94448775,0.94978265,0.981918079637,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24110_-1.report",OK
signal,24111,1287.447,1221.567,1135.253,1027.974,50,0.06437235,0.06107835,0.05676265,0.0513987,0.93562765,0.93892165,0.94323735,0.9486013,0.98112992631,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24111_-1.report",OK
signal,24112,1287.847,1221.107,1135.438,1028.669,50,0.06439235,0.06105535,0.0567719,0.05143345,0.93560765,0.93894465,0.9432281,0.94856655,0.981123402283,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24112_-1.report",OK
signal,24113,845.005,801.043,744.349,671.029,50,0.04225025,0.04005215,0.03721745,0.03355145,0.95774975,0.95994785,0.96278255,0.96644855,0.991673351796,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24113_-1.report",OK
signal,24158,1282.575,1221.32,1134.684,1028.262,50,0.06412875,0.061066,0.0567342,0.0514131,0.93587125,0.938934,0.9432658,0.9485869,0.981170674902,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24158_-1.report",OK
signal,24159,1274.729,1213.586,1127.773,1022.203,50,0.06373645,0.0606793,0.05638865,0.05111015,0.93626355,0.9393207,0.94361135,0.94888985,0.981391142044,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24159_-1.report",OK
signal,24160,1291.921,1230.043,1143.121,1036.216,50,0.06459605,0.06150215,0.05715605,0.0518108,0.93540395,0.93849785,0.94284395,0.9481892,0.980902721285,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24160_-1.report",OK
signal,24161,1283.913,1222.599,1136.099,1030.081,50,0.06419565,0.06112995,0.05680495,0.05150405,0.93580435,0.93887005,0.94319505,0.94849595,0.981125099596,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24161_-1.report",OK
signal,24185,1273.248,1213.402,1128.035,1021.645,50,0.0636624,0.0606701,0.05640175,0.05108225,0.9363376,0.9393299,0.94359825,0.94891775,0.981406057924,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24185_-1.report",OK
positron,24591,1363.232,1314.192,1221.742,1105.823,50,0.0681616,0.0657096,0.0610871,0.05529115,0.9318384,0.9342904,0.9389129,0.94470885,0.978465280106,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24591_-1.report",OK
positron,24592,1348.132,1299.119,1208.027,1093.572,50,0.0674066,0.06495595,0.06040135,0.0546786,0.9325934,0.93504405,0.93959865,0.9453214,0.978925264848,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24592_-1.report",OK
dummy,24116,1332.95,1253.775,1124.231,993.173,50,0.0666475,0.06268875,0.05621155,0.04965865,0.9333525,0.93731125,0.94378845,0.95034135,0.98090943691,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24116_-1.report",OK
dummy,24117,1330.165,1251.146,1122.35,991.589,50,0.06650825,0.0625573,0.0561175,0.04957945,0.93349175,0.9374427,0.9438825,0.95042055,0.980978298234,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24117_-1.report",OK
dummy,24171,1278.249,1206.862,1083.144,956.019,50,0.06391245,0.0603431,0.0541572,0.04780095,0.93608755,0.9396569,0.9458428,0.95219905,0.982285516897,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24171_-1.report",OK
dummy,24172,1344.376,1269.336,1139.571,1005.644,50,0.0672188,0.0634668,0.05697855,0.0502822,0.9327812,0.9365332,0.94302145,0.9497178,0.980478741574,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24172_-1.report",OK
positron_dummy,24595,1291.513,1234.298,1107.785,976.225,50,0.06457565,0.0617149,0.05538925,0.04881125,0.93542435,0.9382851,0.94461075,0.95118875,0.981632658439,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24595_-1.report",OK
