run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24969,signal,LH2,PI+SIDIS,18.15,30.798,0.9991,1.0,1.013246,-1.0,1.0,ps6,1.0,298.023,3.81274
24970,signal,LH2,PI+SIDIS,18.136,34.264,0.9992,1.0,1.013239,-1.0,1.0,ps6,1.0,291.43,3.57773
24971,signal,LH2,PI+SIDIS,18.103,33.549,0.9991,1.0,1.013215,-1.0,1.0,ps6,1.0,298.502,3.65574
24972,signal,LH2,PI+SIDIS,18.285,33.874,0.9991,1.0,1.013346,1.0,-1.0,ps5,1.0,325.683,3.79728
24974,signal,LH2,PI+SIDIS,9.105,17.194,0.9993,1.0,1.006674,-1.0,1.0,ps6,1.0,292.961,4.65802
24975,signal,LH2,PI+SIDIS,9.124,16.901,0.999,1.0,1.006711,-1.0,1.0,ps6,1.0,304.366,4.77618
25002,signal,LH2,PI+SIDIS,9.055,16.821,0.999,1.0,1.006612,-1.0,1.0,ps6,1.0,300.483,4.75483
25003,signal,LH2,PI+SIDIS,9.135,15.578,0.9993,1.0,1.006676,-1.0,1.0,ps6,1.0,298.55,4.9079
24981,dummy,Dummy,PI+SIDIS,19.954,36.693,0.999,1.0,1.0,-1.0,1.0,ps6,1.0,158.071,2.54743
24982,dummy,Dummy,PI+SIDIS,20.099,37.351,0.999,1.0,1.0,-1.0,1.0,ps6,1.0,165.618,2.57673
25004,dummy,Dummy,PI+SIDIS,20.087,38.407,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,157.062,2.49371
25005,dummy,Dummy,PI+SIDIS,20.23,34.384,0.9992,1.0,1.0,-1.0,1.0,ps6,1.0,161.178,2.65654
