run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24187,signal,LH2,PI+SIDIS,46.405,75.753,0.9996,1.0,1.028987,-1.0,1.0,ps6,1.0,21.3448,0.562659
24188,signal,LH2,PI+SIDIS,47.808,80.765,0.9997,1.0,1.026473,1.0,-1.0,ps5,1.0,21.2435,0.543725
24189,signal,LH2,PI+SIDIS,44.296,73.391,0.9999,1.0,1.02584,-1.0,1.0,ps6,1.0,20.1943,0.556008
24190,signal,LH2,PI+SIDIS,48.738,81.628,0.9998,1.0,1.027102,-1.0,1.0,ps6,1.0,20.0924,0.525014
24191,signal,LH2,PI+SIDIS,41.959,70.739,0.9997,1.0,1.024676,-1.0,1.0,ps6,1.0,20.4439,0.568401
24192,signal,LH2,PI+SIDIS,47.247,79.83,0.9998,1.0,1.033656,-1.0,1.0,ps6,1.0,20.6681,0.539081
24193,signal,LH2,PI+SIDIS,44.211,71.19,0.9997,1.0,1.032334,-1.0,1.0,ps6,1.0,20.8019,0.571577
24194,signal,LH2,PI+SIDIS,45.637,78.665,0.9996,1.0,1.032817,-1.0,1.0,ps6,1.0,20.0859,0.536502
24195,signal,LH2,PI+SIDIS,44.403,81.784,0.9996,1.0,1.031826,-1.0,1.0,ps6,1.0,20.2408,0.528173
24196,signal,LH2,PI+SIDIS,31.828,49.764,1.0,1.0,1.02356,-1.0,1.0,ps6,1.0,19.9969,0.661971
24197,signal,LH2,PI+SIDIS,16.973,31.597,1.0,1.0,1.012394,-1.0,1.0,ps6,1.0,20.0567,0.817314
24543,positron,LH2,PI+SIDIS,47.055,40.574,0.997,1.0,1.030068,-1.0,1.0,ps6,1.0,0.0294959,0.060036
24206,dummy,Dummy,PI+SIDIS,37.864,64.76,0.9996,1.0,1.0,-1.0,1.0,ps6,1.0,8.74587,0.383303
24545,positron_dummy,Dummy,PI+SIDIS,40.957,38.085,1.0,1.0,1.0,-1.0,1.0,ps6,1.0,0.0891929,0.061472
