category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,25233,48.12,33.9452,0.270044,32.343,99.646,131.989,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25233_-1.root",OK
signal,25234,47.563,33.3703,0.259225,31.964,98.408,130.372,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25234_-1.root",OK
signal,25235,49.201,35.6149,0.276467,33.042,101.878,134.92,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25235_-1.root",OK
signal,25236,24.94,32.7744,0.349282,16.962,49.565,66.527,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25236_-1.root",OK
signal,25237,25.254,33.9634,0.351972,17.182,50.214,67.396,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25237_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,34.0114619664
# FIT_Cerr,0.131367002979
# FIT_chi2,52.3773431487
# FIT_ndf,4
# FIT_chi2ndf,13.0943357872
# FIT_prob,1.15025051283e-10
