category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24969,1311.475,1259.894,1137.115,999.202,50,0.06557375,0.0629947,0.05685575,0.0499601,0.93442625,0.9370053,0.94314425,0.9500399,0.980873205018,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24969_-1.report",OK
signal,24970,1311.042,1259.625,1136.384,998.177,50,0.0655521,0.06298125,0.0568192,0.04990885,0.9344479,0.93701875,0.9431808,0.95009115,0.980892678759,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24970_-1.report",OK
signal,24971,1308.31,1256.685,1134.197,996.483,50,0.0654155,0.06283425,0.05670985,0.04982415,0.9345845,0.93716575,0.94329015,0.95017585,0.980966870792,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24971_-1.report",OK
signal,24972,1321.013,1268.884,1145.504,1006.588,50,0.06605065,0.0634442,0.0572752,0.0503294,0.93394935,0.9365558,0.9427248,0.9496706,0.980604773469,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24972_-1.report",OK
signal,24974,679.122,652.349,587.958,513.114,50,0.0339561,0.03261745,0.0293979,0.0256557,0.9660439,0.96738255,0.9706021,0.9743443,0.994692968446,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24974_-1.report",OK
signal,24975,680.507,653.902,589.221,514.13,50,0.03402535,0.0326951,0.02946105,0.0257065,0.96597465,0.9673049,0.97053895,0.9742935,0.994670669824,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24975_-1.report",OK
signal,25002,675.144,649.274,584.99,510.801,50,0.0337572,0.0324637,0.0292495,0.02554005,0.9662428,0.9675363,0.9707505,0.97445995,0.994745437823,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25002_-1.report",OK
signal,25003,680.938,654.324,590.073,515.054,50,0.0340469,0.0327162,0.02950365,0.0257527,0.9659531,0.9672838,0.97049635,0.9742473,0.994659243443,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25003_-1.report",OK
dummy,24981,1107.924,1060.184,959.771,827.489,50,0.0553962,0.0530092,0.04798855,0.04137445,0.9446038,0.9469908,0.95201145,0.95862555,0.986328377008,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24981_-1.report",OK
dummy,24982,1115.212,1067.131,966.207,833.031,50,0.0557606,0.05335655,0.04831035,0.04165155,0.9442394,0.94664345,0.95168965,0.95834845,0.986152698944,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24982_-1.report",OK
dummy,25004,1113.841,1065.609,965.676,832.723,50,0.05569205,0.05328045,0.0482838,0.04163615,0.94430795,0.94671955,0.9517162,0.95836385,0.98617743784,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25004_-1.report",OK
dummy,25005,1131.077,1072.674,972.013,838.229,50,0.05655385,0.0536337,0.04860065,0.04191145,0.94344615,0.9463663,0.95139935,0.95808855,0.985936010838,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25005_-1.report",OK
