run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24554,signal,LH2,PI+SIDIS,80.198,0.9969,1.0,99.9677,30.3892,1.039578,-1.0,1.0,ps6,1.0
24555,dummy,Dummy,PI+SIDIS,57.277,0.995,1.0,99.9843,30.7592,1.0,-1.0,1.0,ps6,1.0
